sample_id,2050,2040,2030,2020,2010,2000,1990,1980,1970,1960,1950,1940,1930,1920,1910,1900,1890,1880,1870,1860,1850,1840,1830,1820,1810,1800,1790,1780,1770,1760,1750,1740,1730,1720,1710,1700,1690,1680,1670,1660,1650,1640,1630,1620,1610,1600,1590,1580,1570,1560,1550,1540,1530,1520,1510,1500,1490,1480,1470,1460,1450,1440,1430,1420,1410,1400,1390,1380,1370,1360,1350,1340,1330,1320,1310,1300,1290,1280,1270,1260,1250,1240,1230,1220,1210,1200,1190,1180,1170,1160,1150,1140,1130,1120,1110,1100,1090,1080,1070,1060,1050,1040,1030,1020,1010,1000,990,980,970,960,950,940,930,920,910,900,890,880,870,860,850,840,830,820,810,800,790,780,770,760,750,740,730,720,710,700
388,6.956632,6.953187,6.057688,5.1602,5.233487,5.55179,6.02587,6.14459,5.69164,5.477612,5.753308,6.72923,7.779019,7.6496,6.760284,6.705722,6.785857,6.612671,6.917419,7.412059,7.130041,6.759174,6.844717,7.094964,7.203332,7.455185,7.097686,7.003451,7.156367,7.538352,8.046285,8.130089,8.066139,8.171262,8.169607,8.210659,8.270482,8.520982,8.377262,8.257201,8.332754,8.502896,8.439672,8.037787,7.768318,7.581755,7.671639,7.662526,7.552583,7.250992,6.931675,6.916944,6.942106,6.8453,6.719179,6.524943,6.384731,6.305296,6.449214,6.66377,6.554871,6.324121,6.264909,6.406854,6.756471,7.365864,8.520533,9.689872,10.610238,11.456741,12.215018,13.2271,14.727625,16.246684,17.537567,18.670089,19.613238,20.733064,21.610339,21.437092,21.053213,20.698479,20.5835,20.558195,20.612901,20.554254,20.527392,20.571107,20.759766,22.007621,24.794305,27.886518,31.33362,33.362266,34.26319,36.040913,37.509451,38.20514,38.139765,37.200349,36.372567,36.905258,37.164497,36.448586,33.839886,32.703531,32.110953,32.906232,34.675397,35.952616,38.328648,38.912104,41.193888,43.648647,47.037418,50.319514,45.768574,45.44791,43.425974,49.318422,40.318063,36.858616,36.820831,36.701569,36.406958,36.009492,35.457535,34.771474,34.107856,33.247514,32.472241,31.590512,30.843916,30.110554,29.28108,28.338763
389,7.058572,7.519559,6.441586,6.075824,5.810622,5.915861,6.551534,6.747625,6.080196,5.911331,6.105264,6.767753,7.810629,7.607954,6.647626,6.711932,7.009338,6.901286,7.317213,7.929367,8.005526,7.662147,7.396075,7.5282,7.502222,8.041031,7.613028,7.344362,7.611761,8.015369,8.483513,8.768356,8.766095,8.451525,8.407976,8.723271,8.881167,9.116523,8.83055,8.598279,8.634094,8.713486,8.745702,8.484371,8.19646,7.878099,7.997548,8.168912,8.102904,7.800819,7.425887,7.272343,7.293046,7.274376,7.221532,7.044864,6.861817,6.876712,6.951656,7.018346,6.962674,6.774914,6.741345,6.871473,7.180223,7.845444,9.034535,10.089565,10.970638,11.884783,12.624481,13.524643,15.088176,16.661376,17.868692,18.85185,19.597573,20.729034,21.64327,21.30604,21.024857,20.942955,20.62161,20.502644,20.881248,20.872638,20.82508,20.681937,20.740874,22.019963,24.623635,27.7522,30.548385,31.779859,32.344783,34.123762,35.530995,35.983791,36.499331,36.083139,34.608509,34.625613,36.006048,35.088719,32.898286,32.159932,31.441854,31.85366,33.748904,35.474132,37.623246,38.026142,37.439793,40.324883,44.154441,46.137045,46.525809,42.87363,37.915021,43.841527,38.873801,36.337016,36.108163,36.062985,35.840943,35.566666,35.081118,34.439177,33.865356,33.183579,32.491985,31.658426,30.891152,30.213072,29.496939,28.583506
390,7.14425,6.747612,5.812225,5.686124,5.665079,5.765899,5.919712,6.546525,6.184484,5.796276,6.196272,6.825961,7.793901,8.213124,7.208192,6.350245,6.51887,6.560721,7.411534,7.89465,7.630816,7.045222,6.964694,7.514236,7.502148,7.783698,7.367872,7.325377,7.489427,7.832055,8.269057,8.610626,8.623866,8.310293,8.373611,8.566425,8.502175,8.798339,8.613197,8.553287,8.659015,8.658466,8.924227,8.678761,8.272974,7.920192,7.878597,7.879124,7.811693,7.570795,7.334805,7.21508,7.138904,7.084969,7.015481,6.817895,6.675678,6.642838,6.716526,6.799488,6.751106,6.563231,6.53896,6.713181,7.026874,7.703959,8.892075,10.070707,11.111409,12.345214,13.197685,14.449691,16.596673,18.805725,20.676336,22.2784,23.203584,24.448833,25.690925,25.502579,25.435835,24.754108,23.800841,23.640281,23.620525,23.641693,23.291365,23.155587,23.519326,24.887941,28.76383,33.554703,38.048244,40.139867,40.328217,41.703118,42.977338,44.165348,44.488333,44.459954,42.927365,42.281414,42.880701,41.342298,37.748627,36.944058,35.316725,35.852456,37.690974,38.353177,42.5028,43.106186,43.498961,45.534071,49.599153,51.259089,50.520786,46.63221,47.001957,44.225684,39.380363,38.008391,37.589857,37.012136,36.288145,35.405313,34.396962,33.353815,32.191221,30.894499,29.620553,28.393488,27.598322,26.942618,26.353641,25.640409
391,6.099813,6.209836,5.889262,5.382653,4.965585,4.777292,5.349625,5.954465,5.544602,5.092656,5.361744,5.899574,6.995353,7.640439,6.302087,5.740742,5.885746,6.081152,6.567282,7.416498,7.237879,6.500171,6.438612,6.881175,6.981101,7.238535,6.867945,6.863778,7.099604,7.345351,7.641247,7.917501,8.029252,7.809922,7.753252,8.07809,8.258092,8.529581,8.339127,8.208889,8.303027,8.308576,8.301495,7.946314,7.656314,7.359729,7.326822,7.436112,7.369016,6.999781,6.706838,6.661701,6.68978,6.656327,6.516912,6.23039,6.109575,6.096181,6.218838,6.383009,6.233414,6.014741,5.974682,6.119312,6.508056,7.223015,8.387219,9.496678,10.539203,11.474198,12.104656,13.093413,14.690779,16.465738,17.880562,19.093164,19.910761,20.761293,21.816438,21.718315,21.421689,21.463352,20.939804,20.694525,20.973293,20.982401,20.941068,20.905595,20.989614,22.120585,25.059917,28.563326,32.079193,33.96483,35.064047,36.574157,37.723688,39.142511,38.641976,38.426503,37.231509,36.850185,37.94321,36.544441,33.885086,33.262818,32.096677,32.390975,34.783731,37.972534,40.295834,40.675759,41.633889,44.064103,43.012611,49.836309,51.394066,45.04487,39.555252,44.053046,39.661143,37.504761,37.219773,37.071059,36.745121,36.18196,35.589057,34.883064,34.206854,33.419663,32.613712,31.743153,30.93103,30.11771,29.250094,28.35862
392,7.435097,7.843444,6.902712,5.875071,5.634003,5.69265,5.814003,6.637892,6.331318,5.968929,6.264513,6.812144,7.763294,8.305504,7.29182,6.775148,6.725603,6.8725,7.638177,8.196273,8.178536,7.570047,7.311598,7.821941,7.776936,8.041783,7.696869,7.708374,7.977171,8.164411,8.635012,8.89639,8.98098,8.804082,8.728402,8.82159,8.898684,9.197261,8.96481,8.966684,9.186814,9.155986,9.221682,8.863796,8.351707,8.150911,8.241118,8.336197,8.188577,7.804604,7.583258,7.470573,7.327031,7.317531,7.354688,7.121295,6.975022,6.988887,7.032759,7.115781,7.078446,6.940599,6.83421,6.886612,7.27581,7.944414,9.109201,10.330966,11.303753,12.21663,12.824005,13.72207,15.29165,16.828257,17.977759,18.997207,19.627542,20.513946,21.480295,21.586996,21.232401,20.943222,20.665136,20.45955,20.656885,20.868132,20.927247,20.757927,20.748216,21.919114,24.294822,26.876313,29.367325,30.618024,31.840812,33.196,33.517386,34.322273,34.083933,33.734661,32.449089,32.589732,33.516789,32.723616,31.14943,30.934779,29.644442,29.780169,31.608339,33.386821,33.687564,35.022521,34.065675,35.66736,38.205119,38.117446,39.150238,41.731131,35.274273,37.36,31.556292,29.463628,29.17231,28.706318,28.216175,27.653768,27.053253,26.390661,25.721298,25.01109,24.314963,23.55275,22.803587,22.122278,21.423855,20.755593
393,7.263982,7.366887,6.6367,6.190436,6.026595,5.864655,6.25863,6.625754,6.27615,5.99682,6.45,6.99055,8.11578,8.670262,7.54909,6.683152,7.046516,7.050305,7.153221,7.716734,7.804556,7.494753,7.37315,7.786135,7.595334,7.933228,7.602193,7.474599,7.733725,7.982014,8.617579,8.959093,8.896024,8.759173,8.638837,8.907323,9.068523,9.155137,8.803021,8.719504,8.757902,8.736315,8.79052,8.69661,8.418341,8.099217,8.195473,8.336512,8.270084,7.861679,7.566025,7.484357,7.422277,7.391592,7.275089,7.062743,6.877188,6.795032,6.925255,7.124435,7.122751,6.918082,6.792767,6.92196,7.328943,7.926109,9.148768,10.411675,11.397212,12.35985,13.291275,14.688332,16.545945,18.660895,20.590087,22.008,23.106731,24.26564,25.082029,25.031559,24.868177,24.644709,24.218194,23.589989,23.122873,22.860528,23.053863,22.911926,23.13567,24.925307,28.252935,32.798688,36.913945,38.64504,38.501359,39.857635,41.217935,41.730119,42.501572,41.404011,40.13689,39.695931,40.095739,38.488869,35.767609,34.991612,33.354677,32.658881,35.111899,36.147822,38.200855,39.300336,38.799505,41.555763,42.309763,43.217094,45.437436,42.753735,38.297795,42.401091,35.165781,32.118108,31.363087,30.744427,30.056659,29.202095,28.350901,27.385024,26.367989,25.288723,24.278076,23.314602,22.602631,21.989836,21.382139,20.701936
394,7.254859,7.23842,6.975291,6.486103,5.931109,5.660457,6.061647,6.699197,6.550188,6.168696,6.318552,6.866901,7.956195,8.463942,7.373335,6.725845,6.644655,6.659906,7.244724,7.663628,8.03797,7.560559,7.093038,7.503925,7.508478,7.872501,7.626716,7.550322,7.688054,7.879235,8.421872,8.682289,8.614306,8.384233,8.404498,8.658698,8.892156,9.19747,8.782315,8.693011,8.821035,8.750837,8.851603,8.70226,8.330412,7.998582,8.097137,8.174101,8.234127,7.918008,7.532926,7.437437,7.382298,7.375612,7.330904,7.025733,6.871916,6.939949,7.035269,7.133814,7.104918,6.892377,6.805234,6.949469,7.257868,7.890194,9.03488,10.209115,11.139524,12.012748,12.681231,13.501817,14.782002,16.295098,17.715812,18.926263,19.793993,20.750093,21.334125,21.026885,21.035857,21.029275,20.717602,20.683297,20.608028,20.416045,20.722913,20.749164,20.971761,22.021832,24.469047,27.497907,30.507023,32.492039,33.369789,35.155312,35.740821,36.696179,37.186486,36.682466,36.241146,35.850962,35.615732,35.656489,33.742232,33.010655,33.166174,32.54562,33.146835,36.854895,40.510226,39.815439,41.938044,43.608803,43.531915,48.95769,50.090297,55.660133,49.115488,45.610447,39.660125,38.117869,38.191688,38.322007,38.421779,38.108198,37.716747,37.189262,36.701876,35.996105,35.453868,34.748671,34.008188,33.375138,32.63759,31.735241
395,6.656459,7.380214,6.318667,5.799094,5.548349,5.227735,5.410012,5.791141,5.695291,5.810534,6.281048,6.595492,7.091407,7.757024,7.052904,6.324448,6.779214,6.672995,6.585861,7.224559,7.396566,7.031733,7.052053,7.157494,6.997734,7.451569,7.1114,7.086516,7.308282,7.577874,7.978865,8.325774,8.23507,8.017606,8.089063,8.420768,8.515103,8.71477,8.337038,8.154902,8.399032,8.497361,8.553035,8.148996,7.836989,7.640426,7.602475,7.69784,7.681092,7.3584,7.069592,6.980356,6.910621,6.836188,6.792272,6.573567,6.348658,6.377114,6.566697,6.673891,6.622859,6.390822,6.261761,6.371497,6.735449,7.441715,8.643431,9.717592,10.627938,11.57191,12.265939,13.110074,14.484976,16.068962,17.612867,18.830272,19.798126,20.930959,21.607839,21.097796,21.046402,21.24211,20.903425,20.901022,20.649263,20.102898,20.768865,20.904975,20.990026,22.090765,24.819419,28.457149,31.673065,33.842446,35.071004,36.542262,37.435056,38.032192,38.559002,38.451674,37.190277,36.846435,37.199947,36.558594,34.974754,34.312081,33.943503,33.951834,34.13766,36.733856,40.353361,41.764218,44.920151,45.294913,40.909873,45.961382,49.938441,56.311134,50.719299,49.802285,41.686392,39.244515,39.254434,39.279369,39.185728,38.846734,38.335736,37.752284,37.211113,36.486191,35.786972,34.995105,34.22406,33.446485,32.662852,31.799683
396,6.859912,7.071645,6.249841,6.064136,5.847258,5.458948,5.984691,6.528118,6.284623,6.281019,6.519112,6.978857,7.752102,8.199377,7.267487,6.845988,7.194203,7.131787,7.633402,8.068918,7.856215,7.379602,7.176872,7.404162,7.501352,7.93957,7.423592,7.39041,7.684384,7.986878,8.402408,8.635789,8.705439,8.48887,8.487482,8.61062,8.620141,8.99631,8.798598,8.67916,8.71329,8.653989,8.719479,8.51589,8.249435,7.896684,7.852198,7.943374,7.968855,7.710279,7.329136,7.218589,7.245532,7.240546,7.244928,7.06689,6.734967,6.711204,6.875272,6.930525,6.933746,6.729504,6.613574,6.731764,7.045329,7.744239,8.808091,10.008777,11.166183,12.238087,13.24495,14.544408,16.304011,18.41275,20.69509,22.556842,23.844752,25.226048,25.70104,25.11548,25.199722,25.062109,24.529171,24.060167,23.471266,22.970704,23.135743,23.389674,23.912213,25.500291,29.311109,33.99914,38.743166,41.35868,41.323482,42.081815,43.683056,45.194835,45.757551,45.351948,44.794588,44.376543,43.354983,43.254146,40.655651,38.393303,39.154861,37.935423,37.403903,41.012786,45.427299,46.668445,52.568516,50.962803,48.390516,48.154872,51.923825,57.130745,52.831857,65.966131,49.475267,42.977657,42.702613,42.305825,41.757131,40.860303,39.720243,38.57561,37.174511,35.449597,33.665597,32.204783,31.292826,30.678167,30.100751,29.417708
397,7.156342,8.025404,7.472307,6.725539,6.797998,6.335343,6.640728,7.279246,7.095647,6.988736,7.163039,7.543151,8.632434,9.000564,7.822535,7.291163,7.524451,7.5728,8.189889,8.718286,8.472211,8.207647,7.966476,7.970485,8.211562,8.646066,8.098105,7.874455,8.079156,8.419668,8.842085,9.103489,9.124571,8.929496,9.082841,9.193655,9.16165,9.547062,9.30473,9.116513,9.433209,9.362585,9.351274,9.086749,8.649732,8.340799,8.512629,8.696256,8.696321,8.423649,8.136365,8.052162,8.014885,8.042715,8.010603,7.732631,7.452703,7.36564,7.498068,7.634044,7.641501,7.492721,7.401227,7.474637,7.717145,8.298377,9.438728,10.387195,11.209738,12.068138,12.559069,13.329193,14.51776,15.565028,16.767494,18.03255,18.973129,20.037223,20.323197,19.800796,19.775013,19.942961,19.8596,19.89898,19.865798,19.427245,19.265435,19.515053,19.795591,20.726844,22.826924,25.213004,27.639,29.079758,29.484301,30.829245,32.3936,33.486313,33.195411,32.743765,32.003788,31.996928,32.330941,31.789126,30.713358,30.18447,30.40586,29.765876,29.44361,31.367508,35.275321,36.589334,39.699687,41.608881,37.843053,38.197375,42.073452,46.249294,44.627163,46.545353,32.809986,29.050784,29.031905,29.082308,29.006053,28.692346,28.377484,27.941859,27.527695,27.021401,26.533645,25.975163,25.373299,24.862674,24.323255,23.678768
398,6.542044,7.10792,6.716358,6.495639,6.153928,5.705689,5.849363,6.184344,6.13752,6.290737,6.477447,7.024506,7.972692,8.233718,7.203818,6.824,6.891651,7.070253,7.421189,7.968698,7.94256,7.340766,6.987905,7.44688,7.377233,7.852424,7.635581,7.602904,7.825232,7.996639,8.497494,8.727948,8.515929,8.494955,8.602098,8.701156,8.651995,8.91336,8.62911,8.431245,8.749104,8.747341,8.683202,8.46958,8.069939,7.983534,8.030159,7.972999,7.950211,7.652358,7.465742,7.355757,7.247771,7.252429,7.258681,7.05073,6.858062,6.897732,6.898803,6.947108,7.032279,6.876601,6.727296,6.836613,7.10564,7.678113,8.831351,9.8987,10.744941,11.597096,12.26874,13.1687,14.490172,15.651784,17.032195,18.341084,19.458983,20.467806,20.85904,20.410071,20.272777,20.556853,20.527054,20.463106,20.325904,19.869298,19.945362,20.298558,20.550691,21.435344,23.913616,27.050352,29.867303,31.139175,32.28467,34.135097,35.568166,36.319492,36.821755,36.219028,35.782069,35.812203,35.372938,34.745333,32.998028,33.333898,33.190598,32.993718,33.155632,34.791982,38.112155,39.293724,42.002686,46.367616,42.636902,41.20128,48.841576,52.379766,51.109721,54.377447,41.65344,37.973727,38.055594,38.000367,37.980407,37.624233,37.361696,36.999671,36.550096,35.964229,35.283777,34.536632,33.872046,33.243774,32.548847,31.707648
399,6.255092,6.384088,6.092863,5.975725,5.928022,5.690138,5.861176,6.24982,6.046179,5.905527,6.046348,6.882643,7.568578,7.215723,6.488942,6.616458,6.817601,6.499169,7.195241,8.097147,7.871258,7.268975,7.18512,7.404417,7.357391,7.649039,7.334615,7.311105,7.60501,7.879927,8.44775,8.511323,8.414542,8.308267,8.392432,8.606218,8.633393,8.77215,8.496257,8.493359,8.612606,8.634307,8.662397,8.38515,8.011726,7.685514,7.719784,7.837652,7.78763,7.467841,7.247155,7.203096,7.140083,7.058134,7.061308,6.904969,6.692507,6.660027,6.750825,6.894199,6.862463,6.638727,6.498279,6.609629,6.95562,7.603626,8.760248,9.973964,11.14554,12.482358,13.569629,14.835243,16.535846,18.594139,20.676079,22.747101,24.351252,25.580524,26.292014,25.427498,24.976844,24.721881,24.687381,24.798432,24.457295,24.045424,23.350075,23.528004,24.310011,26.094046,30.023089,34.555807,39.260266,41.429267,41.606576,43.198899,44.300056,45.380043,46.434221,46.920673,46.365013,44.831841,43.30389,42.398282,39.867394,39.019778,38.734517,39.726912,39.624706,41.030837,45.366758,49.846133,53.200606,56.222137,48.665277,45.527639,50.797503,55.304477,57.102899,66.276068,49.293746,43.999468,43.664853,43.310116,42.763325,41.750342,40.678795,39.435928,38.074478,36.424395,34.623838,33.18566,32.283012,31.69613,31.110776,30.390546
400,5.873832,6.685233,6.332783,5.717761,5.478079,5.325283,5.466484,6.16904,6.006188,6.047901,6.164266,6.009492,6.442391,7.246132,6.962508,6.295288,6.227583,6.315418,7.148713,7.488011,7.297617,7.162429,7.371873,7.215268,7.579822,7.92314,7.81348,7.795177,8.009854,8.888733,9.075116,8.873844,8.975065,9.246883,9.376016,9.307937,9.339787,9.683665,9.650427,9.459004,9.19963,9.203325,9.493694,9.159303,8.58564,8.18172,8.108584,8.228998,8.22063,7.859101,7.394388,7.223507,7.18648,7.028675,6.979343,6.905636,6.741125,6.503766,6.444989,6.560284,6.560288,6.535752,6.587915,6.630524,6.997479,7.749878,9.165499,10.839747,12.308185,13.747906,14.592962,15.773613,17.696337,19.497444,21.106621,22.521301,23.697652,24.908827,25.410723,25.118896,24.980649,24.942973,24.740227,24.53744,23.681497,23.521375,24.165388,24.347628,24.430179,25.807627,28.155582,31.536273,35.239466,38.539286,39.435275,39.146645,39.25888,40.049955,40.351129,38.837132,38.39267,37.854683,37.361606,36.84002,35.561552,34.332719,33.638633,34.154607,34.55868,35.123538,36.334125,37.570702,38.064905,38.82896,39.58069,41.294255,42.84107,40.76972,42.684215,41.078372,32.622079,30.974458,30.35736,29.492327,28.830419,28.207129,27.478055,26.678067,25.910817,25.020242,24.178275,23.325659,22.439012,21.579159,20.829453,20.166388
401,6.830151,6.865462,6.666534,6.07631,5.976642,5.975189,6.083621,6.470461,6.278505,6.537961,6.425971,6.501714,7.131677,8.180649,7.781521,6.836482,6.601292,7.047577,7.804974,8.091625,7.556353,7.540751,7.922973,8.035328,8.283199,8.364143,8.173575,8.152824,8.253659,9.189843,9.591649,9.469759,9.512092,9.862188,9.89442,9.795269,10.049037,10.28643,10.096968,9.874893,9.656063,9.696061,10.00808,9.544231,9.039904,8.88956,8.649275,8.57913,8.538958,8.200066,7.954605,7.829395,7.726057,7.601018,7.532914,7.3972,7.177063,6.93557,6.858977,7.010495,7.116679,7.099825,6.952068,7.030808,7.464395,8.196237,9.739197,11.421982,12.910328,14.354778,15.195675,16.213738,17.998768,19.818518,21.4029,22.772408,23.96772,25.045458,25.35728,25.000102,24.763633,24.841917,24.696314,24.453861,23.766256,23.584762,24.215928,24.28854,24.36711,25.539607,27.367331,30.566024,33.920348,36.393639,36.867508,36.527813,37.333606,37.914251,37.664859,36.720457,36.663205,36.422424,35.638668,35.300344,35.337123,33.677866,32.865151,32.831297,32.108904,32.727018,34.924478,37.510631,38.683363,37.483156,37.813764,36.937569,39.923116,44.199036,41.198708,41.682786,32.219055,29.559842,28.757992,27.992559,27.318828,26.660312,25.875936,25.134908,24.341468,23.515866,22.69494,21.748784,20.838029,19.979454,19.142587,18.478871
402,6.865883,7.003673,6.531363,6.010282,5.9442,5.627519,6.161212,6.696604,6.188182,6.287996,6.605724,6.518067,7.283652,8.481275,7.881163,6.729768,6.738253,7.219406,7.656811,7.936036,7.662065,7.444822,7.730549,7.953986,8.235464,8.367821,8.176278,8.168666,8.290776,8.973265,9.279224,9.274812,9.396812,9.707212,9.87782,9.793579,10.037853,10.395838,10.035709,9.811997,9.635856,9.72916,9.982568,9.606745,9.162151,8.843676,8.72147,8.709127,8.586849,8.160417,7.842425,7.613807,7.597782,7.604516,7.420978,7.230535,7.033001,6.851842,6.856826,6.960808,6.950459,6.927149,6.87024,6.94807,7.377835,8.148722,9.623687,11.458751,13.134983,14.544285,15.649522,16.990993,19.237637,21.500896,23.367146,25.098011,26.502267,27.792214,28.138091,27.753796,27.724942,27.653467,26.922155,26.615373,26.01295,25.318887,25.474007,25.974213,26.081924,27.276484,29.937669,33.80921,37.355063,40.107724,40.568666,40.366898,40.156683,40.207241,40.531949,39.907503,39.669339,38.929897,37.417131,35.948628,35.80766,34.730125,33.822131,34.184661,33.962862,34.590304,35.561897,36.461453,37.118103,37.592436,38.630944,38.569885,41.590461,39.621765,36.098129,42.643054,30.900682,27.375598,26.664015,25.775328,25.044051,24.297358,23.505508,22.778374,22.023815,21.144072,20.336973,19.528419,18.756907,17.990965,17.294153,16.667144
403,6.176158,7.375202,6.84668,6.1448,6.135445,5.838393,5.736063,6.238522,6.202778,6.456469,6.551926,6.233296,7.031616,8.576915,7.831167,6.657936,6.478662,6.930413,7.640772,7.731103,7.562032,7.664986,7.848281,8.05389,8.322133,8.350617,8.081924,8.018104,8.102827,8.895537,9.475535,9.154112,9.133561,9.649028,9.646144,9.553097,9.875534,10.173624,10.027718,9.86918,9.70781,9.762462,9.899033,9.445035,8.968543,8.676552,8.677892,8.666888,8.526641,8.15928,7.760493,7.550952,7.515439,7.407368,7.290146,7.168537,7.009209,6.867577,6.893292,7.033576,7.069819,6.988409,6.827576,6.91913,7.372361,8.195912,9.625806,11.262233,12.801251,14.165186,14.935922,16.020072,17.794168,19.769844,21.434227,22.900986,24.159203,25.27381,25.530809,25.069352,24.916448,25.135198,24.874336,24.611357,23.901728,23.487976,24.003824,24.643185,24.496459,25.405065,28.011752,31.426709,34.815739,38.084778,38.796152,38.759346,39.317249,39.917674,39.302165,38.345837,39.028566,38.157938,37.045605,36.10321,35.635767,34.72629,34.064342,34.232036,34.214387,33.584572,36.435597,38.470826,39.162856,39.573255,40.210468,36.719035,39.673449,43.359397,42.376102,49.536264,35.025166,31.343707,30.623631,29.669136,29.092388,28.3244,27.610939,26.87621,26.119212,25.299117,24.492352,23.612306,22.791806,21.963613,21.172923,20.526016
404,6.485702,7.344683,6.795169,6.098593,5.953315,5.744372,6.083153,6.618286,6.146406,6.253018,6.727632,6.86843,7.298343,8.418068,7.915804,7.129645,6.670296,7.111198,7.963648,7.993642,7.560641,7.630969,8.025744,7.940859,8.145275,8.478718,8.332751,8.214678,8.201062,9.090634,9.666498,9.472674,9.365329,9.614426,9.803205,9.835721,10.247634,10.56986,10.435747,10.39962,10.023609,9.923257,10.073217,9.793615,9.275347,8.880531,8.716252,8.677975,8.745213,8.448992,7.922161,7.743189,7.811228,7.664205,7.493439,7.382218,7.206903,7.009158,6.935582,7.005594,7.094679,7.048882,6.955448,7.075255,7.593844,8.345153,9.803674,11.554435,12.90709,14.217891,15.338022,16.633242,18.311983,19.995451,21.472484,23.184547,24.299671,25.327412,25.946347,25.657676,25.358901,25.594423,25.355829,25.01768,24.358749,23.914533,24.330235,24.641905,24.73757,25.860981,27.821648,30.975806,34.934218,37.490439,38.331684,39.1447,39.029038,39.386436,39.342283,37.936743,37.951327,37.840587,36.934368,36.576388,36.363109,34.604908,33.755423,34.144046,34.00432,35.072259,38.063097,38.38403,40.361686,42.044734,39.795283,38.919919,41.238037,42.446088,41.276109,48.461657,35.198524,31.737457,31.213712,30.336227,29.683014,29.00272,28.239505,27.494711,26.788115,25.933831,25.076116,24.225973,23.359929,22.476331,21.731885,21.059811
405,6.244538,7.578685,7.157226,6.270496,6.249395,6.128919,6.298892,6.768924,6.392535,6.538086,6.745729,6.621644,7.102115,8.185664,7.932385,6.74109,6.556614,7.386481,8.061918,8.463136,7.95604,7.942952,8.111462,8.108373,8.211071,8.509328,8.49712,8.323726,8.255969,8.991296,9.604219,9.48641,9.597632,9.954768,9.947604,9.928199,10.282305,10.705289,10.31493,9.964962,9.953082,10.071047,10.292981,9.857212,9.203904,8.882735,8.777108,8.814018,8.79301,8.309482,7.914687,7.80961,7.760417,7.730573,7.688363,7.46895,7.263873,7.153045,7.113565,7.164917,7.224753,7.145931,7.038612,7.171958,7.577878,8.394269,9.948998,11.574377,12.983054,14.430612,15.677454,17.157471,19.286808,21.531275,23.547148,25.390262,26.880573,28.480513,28.750038,27.704052,27.499763,27.652405,27.350319,27.202565,26.038219,25.269856,25.764197,26.201919,26.576064,27.622022,30.26528,34.695177,38.642921,41.477625,42.120112,41.321557,41.408788,41.991122,42.72549,41.861968,41.31927,40.590677,38.959725,37.739947,37.507054,36.209769,35.643432,35.104261,34.882917,35.370634,37.085088,39.428389,38.465342,39.244652,40.174372,42.150299,45.704746,46.209812,42.25561,44.327612,34.643834,32.14664,31.090093,30.110607,29.477273,28.649327,27.860149,27.093646,26.276899,25.404772,24.495679,23.618523,22.814055,22.022782,21.268648,20.663206
406,6.442111,6.782493,6.404884,6.087796,6.194761,5.631973,6.018395,6.447709,5.787457,6.061988,6.338487,6.155023,6.863887,8.375325,7.750284,6.862677,6.55565,6.862116,7.670225,8.039819,7.640517,7.587369,7.917195,7.993748,8.247538,8.468189,8.186363,7.891787,8.08552,9.063558,9.299888,9.135088,9.134309,9.463542,9.941982,10.023263,9.982821,10.159198,10.010959,9.911583,9.630161,9.553194,9.885298,9.609935,9.115079,8.813558,8.650102,8.64839,8.554428,8.214347,7.828579,7.600145,7.521913,7.474156,7.328974,7.139887,6.996544,6.826191,6.821191,6.962831,6.9647,6.848046,6.838631,6.897248,7.288748,8.147332,9.517382,11.233209,12.698186,13.964725,14.993071,16.19346,18.080223,19.878911,21.438022,22.867543,24.192207,25.535747,25.776979,25.079779,24.873332,25.006894,24.916475,24.71512,23.997576,23.369005,24.05116,24.573244,24.522928,25.750902,27.980932,31.642733,34.960313,37.56944,38.339713,38.826993,39.040708,38.917689,38.966662,38.558929,38.94302,38.703176,36.828414,35.357387,35.191212,34.271607,33.985885,34.76189,34.797348,32.784526,35.114759,38.42977,39.774328,41.3216,38.451874,36.957631,40.002471,42.060484,46.999175,52.99798,34.971767,30.973212,30.210085,29.317482,28.758792,28.046339,27.311962,26.586921,25.891507,25.041092,24.312578,23.495194,22.637413,21.851981,21.085162,20.446978
