sample_id,2050,2040,2030,2020,2010,2000,1990,1980,1970,1960,1950,1940,1930,1920,1910,1900,1890,1880,1870,1860,1850,1840,1830,1820,1810,1800,1790,1780,1770,1760,1750,1740,1730,1720,1710,1700,1690,1680,1670,1660,1650,1640,1630,1620,1610,1600,1590,1580,1570,1560,1550,1540,1530,1520,1510,1500,1490,1480,1470,1460,1450,1440,1430,1420,1410,1400,1390,1380,1370,1360,1350,1340,1330,1320,1310,1300,1290,1280,1270,1260,1250,1240,1230,1220,1210,1200,1190,1180,1170,1160,1150,1140,1130,1120,1110,1100,1090,1080,1070,1060,1050,1040,1030,1020,1010,1000,990,980,970,960,950,940,930,920,910,900,890,880,870,860,850,840,830,820,810,800,790,780,770,760,750,740,730,720,710,700
1285,6.683626,7.018071,5.904378,5.190232,5.337704,5.691844,6.285667,6.683528,6.186745,5.540857,5.822295,6.956887,7.327076,7.859226,7.467642,6.032343,5.920986,7.311112,8.232368,8.970259,9.219817,9.170173,8.925602,9.116739,8.944111,9.072476,9.185755,9.184752,9.863563,10.135754,10.56264,10.870711,10.5197,10.862781,11.712649,11.631015,11.773627,11.991348,11.613832,11.785921,11.814122,11.593832,11.674554,11.155424,10.503544,10.36961,10.082087,10.008178,10.043464,9.515517,9.009452,8.601909,8.405753,8.277036,8.079686,7.746232,7.297612,7.243743,7.213158,7.134566,7.173134,7.124474,7.180271,7.382747,7.87066,9.178899,11.497001,14.054987,16.122351,17.831601,19.226024,21.047225,23.867627,26.033968,27.282515,28.398175,30.358082,32.34606,33.25616,33.145662,32.066669,31.327379,31.244433,31.712298,31.202895,30.33666,30.747507,31.357211,31.80747,33.525754,36.900575,42.014771,46.628546,49.957932,52.231106,52.915011,55.403829,55.107413,56.217701,55.328394,52.701787,51.994021,52.725054,53.385788,51.025332,50.057121,47.133176,47.473941,52.478043,55.068067,53.596312,54.463895,58.345075,64.671429,69.137298,66.965038,66.45654,54.698578,55.451026,71.793738,61.883281,58.485706,58.182291,57.464137,57.221251,56.841299,56.315109,55.808151,55.190047,54.643562,53.957853,53.1516,52.390539,51.775064,51.013077,50.227017
1286,6.475719,6.950623,5.779979,5.427819,5.703527,5.896271,6.369807,6.306705,5.906911,5.762863,6.152505,6.842483,7.15357,7.609908,6.871618,6.323088,6.407634,7.196424,7.790991,8.867722,9.593802,9.244879,8.796779,9.203816,9.152796,9.265934,9.07463,8.742172,9.280013,10.054169,10.760809,11.389185,11.075888,10.646757,11.171996,11.366812,11.700672,12.054188,11.591461,11.414248,11.508058,11.269337,11.27834,10.930065,10.224285,10.000773,9.876537,9.758366,9.724094,9.317894,8.928828,8.495878,8.175512,8.158924,7.995505,7.661115,7.323585,7.223881,7.148353,7.187747,7.162499,7.005918,7.082233,7.246823,7.695289,8.92364,11.134781,13.708433,15.92145,17.488381,18.359812,19.698494,22.516644,24.93373,26.718658,28.32719,29.66453,30.363199,30.702971,31.648557,32.416165,31.724019,30.560949,30.02753,29.396536,29.187152,30.197569,30.547381,30.907372,31.872569,35.624686,40.246544,44.794188,47.873586,48.499455,49.551252,51.76239,52.528076,52.122982,50.908681,50.881156,50.126739,49.844181,49.581746,47.683647,44.9793,44.226839,46.015489,50.450261,52.13566,52.427959,52.673589,51.859955,61.928342,70.951359,67.620488,65.477339,57.106291,51.051462,75.466633,61.587709,55.905745,55.635271,55.082617,54.787826,54.396502,54.130722,53.616485,53.095813,52.753193,52.110867,51.501639,50.902966,50.325904,49.682141,48.912318
1287,6.733526,6.313377,5.637044,4.974688,5.032642,5.491083,5.811672,5.574931,5.44876,5.220944,5.34486,6.107528,7.241746,7.298087,6.130298,6.11248,6.094436,6.165323,7.626808,8.460263,8.630143,8.604481,8.94519,8.839447,8.718685,8.802876,8.692328,8.859329,9.262194,9.39432,9.978482,10.667001,10.64387,10.457762,10.807352,11.151012,11.477249,11.514965,11.335157,11.085446,10.993418,11.11831,11.039919,10.595963,10.282389,10.197987,9.851277,9.591743,9.492874,9.146741,8.634509,8.390698,8.113695,7.873234,7.65829,7.432389,7.044986,6.767665,6.791836,6.866849,6.932067,6.85921,6.85491,7.076656,7.666726,9.078169,11.334596,13.727222,15.868229,17.350751,18.371551,20.632946,23.553825,25.887613,28.029273,29.548498,31.092505,32.962575,34.22175,33.750141,33.430694,32.138076,31.713909,31.963816,32.260929,31.721421,31.29179,31.798037,32.200546,33.442776,37.453007,43.448506,48.53712,51.703585,53.738405,54.836217,57.590185,58.99509,57.830278,56.825071,56.640187,55.955708,56.154355,54.988433,50.059929,48.94498,47.615127,47.860762,53.549672,54.459108,54.801835,55.116438,57.389303,63.79211,74.429336,78.108456,70.690835,60.564055,52.371315,54.075995,57.768283,57.508483,57.406451,57.647177,57.264549,56.716538,55.925631,55.043222,53.947752,53.056655,51.913156,50.889444,50.107439,49.519989,48.951985,48.241615
1288,6.247371,6.422018,6.492715,5.695444,5.511309,5.459767,5.577444,5.904273,5.932086,5.923112,5.986298,6.308602,7.081578,7.31698,7.050023,6.922701,6.549639,6.374132,7.848458,8.843592,8.891673,8.728183,9.353258,9.087064,9.029472,9.271129,9.103754,9.107016,9.211988,9.526518,10.515027,11.23697,11.376965,11.302725,11.006355,11.158373,11.670149,12.146566,12.02904,11.609496,11.352396,11.333674,11.394566,11.07886,10.56246,10.338664,10.129524,10.008035,10.014042,9.555549,8.829709,8.463493,8.240814,8.124041,7.999015,7.72251,7.344726,6.99896,7.078389,7.175524,7.205742,7.159753,7.247371,7.460611,7.999065,9.22174,11.468239,13.961022,16.228118,18.105706,19.096012,20.633506,23.221479,25.343915,27.307229,28.630997,30.080172,31.570753,33.019299,32.879326,31.948197,31.292981,30.589557,30.352556,31.200979,31.443955,31.216192,31.23703,31.292573,32.416724,36.683401,41.46186,46.40826,49.467691,49.927633,51.188308,52.875835,54.127816,52.657706,51.237593,52.666835,53.276712,55.155903,52.389232,47.546062,46.352569,44.925949,45.555189,51.240807,52.122363,52.974831,56.191247,53.189583,55.716386,61.516929,72.997334,72.970901,65.443762,53.163957,51.180227,53.500885,52.824934,52.861822,53.179697,52.8708,52.315448,51.738394,51.19079,50.563846,49.921477,49.005292,48.08423,47.299219,46.499743,45.616887,44.80266
1289,7.373239,7.179915,6.299634,5.265564,5.709714,5.710025,5.632993,6.085188,5.954806,5.815364,6.159229,6.532096,7.121112,7.289186,6.576956,6.243019,6.086036,6.079862,7.632824,8.842207,8.671067,8.378783,8.765725,8.647286,8.675571,8.970001,9.044514,9.190179,9.476855,9.746026,10.338805,10.757641,10.87984,10.973076,10.945352,11.198107,11.536315,11.661388,11.675565,11.414463,11.093601,11.172412,11.16273,10.823107,10.527598,10.303841,9.996227,9.713852,9.738752,9.475853,8.783755,8.526903,8.307762,8.118429,7.880805,7.548035,7.208374,6.928376,7.044199,7.195167,7.248295,7.085235,7.023787,7.308054,7.903031,9.088406,11.173313,13.528901,15.739396,17.456309,18.550013,20.111135,22.811842,24.821177,26.457135,28.137504,29.633773,30.860467,32.156051,31.923884,31.42961,30.862847,30.066648,29.740064,30.496822,30.615392,30.184176,30.172281,30.570647,31.701952,35.688463,40.349254,44.399821,47.427974,48.25335,48.674111,52.338146,54.800519,52.101721,51.673913,50.721298,49.926402,51.812645,50.964885,47.062827,47.87813,45.605869,46.024129,50.60438,52.73523,52.536119,55.633,55.497382,55.789494,66.696793,69.335125,62.853002,68.135675,58.351701,69.738029,59.046535,54.290835,54.507096,54.727762,54.956688,54.766219,54.355206,53.927744,53.528676,53.143799,52.358906,51.747799,51.045042,50.523015,49.918485,49.093699
1290,6.615619,6.469988,5.960849,5.179225,4.989976,5.046999,5.480381,5.746496,5.746066,5.629517,5.264198,5.4344,6.3305,6.599129,6.563677,6.387608,5.86001,6.077197,8.008326,8.599756,8.431273,8.339662,8.673057,8.53624,8.650568,8.783139,8.662902,8.727689,8.992783,9.331751,10.003934,10.708847,10.80954,10.68728,10.351334,10.34314,11.156665,11.779406,11.629933,11.137721,10.92441,11.086196,10.915589,10.465713,10.156391,9.925659,9.706418,9.58633,9.563574,9.204131,8.489328,8.136621,7.91656,7.719258,7.642977,7.335699,7.016279,6.821692,6.867393,6.866952,6.906525,6.846894,6.838918,7.103515,7.588995,8.88962,11.045651,13.366302,15.436478,17.059941,18.337115,20.281938,23.293047,25.563076,27.422542,29.563355,31.096836,32.385546,33.779459,33.479356,32.589132,32.188872,31.146595,30.534669,31.171823,31.502332,31.372648,31.2673,31.706493,33.220241,37.527663,42.554293,47.335621,51.393375,52.562031,53.014744,56.44186,58.709231,57.270304,56.975601,56.077649,54.763073,54.872947,55.566445,50.961715,49.288699,46.095954,46.466856,51.533067,52.468415,50.797089,58.047154,57.99478,60.171858,71.703759,71.530457,66.603187,79.016825,63.264736,57.708809,58.235527,57.258459,57.113355,57.231962,56.853041,56.425263,55.475508,54.748765,53.831567,52.793525,51.583817,50.558247,49.824784,49.168765,48.5942,47.957055
1291,6.483933,6.475105,6.521582,5.789855,5.592617,5.167916,5.381028,5.712987,5.872282,5.912162,6.037452,6.504639,6.752093,6.899089,6.596897,6.750608,6.517059,6.47334,7.615619,8.573075,8.797169,8.722924,9.017705,8.679451,8.612216,8.895389,9.121742,8.939693,9.110626,9.628447,10.513711,10.989335,10.839347,10.765601,10.680428,10.961106,11.740695,12.127701,11.696385,11.085396,11.038058,11.412518,11.370105,10.852146,10.352262,10.160417,9.995895,9.730294,9.704293,9.504261,8.818293,8.490452,8.314607,8.120393,7.904015,7.561871,7.217239,6.988121,7.088926,7.105594,7.125913,7.020964,7.006111,7.338995,7.867891,9.126574,11.276617,13.486349,15.602084,17.179727,18.509105,20.533218,23.322943,25.575475,27.10966,28.787137,30.054692,31.312642,32.201235,32.766396,32.237695,31.250195,30.584415,30.225137,30.633189,31.183115,31.307464,31.247625,31.403469,32.678165,36.523075,41.780619,47.031294,49.796868,51.015257,52.75208,54.283118,54.860692,53.186022,51.277791,53.660755,53.591439,54.219818,52.450492,47.066615,46.921549,45.79516,46.387839,50.492298,51.719744,52.75243,55.549601,54.807368,55.167989,58.477606,62.035766,68.823971,70.541431,69.7233,58.292564,53.94725,53.634001,53.875153,53.97849,53.807442,53.447712,52.825829,52.143195,51.411303,50.671676,49.958084,49.233904,48.30607,47.535062,46.754312,45.961545
1292,6.191943,6.904199,5.844734,5.373257,5.648247,5.666667,5.868617,5.996802,5.938735,6.150735,6.195389,6.50993,7.253582,7.196419,6.883515,6.881003,6.067642,6.462461,8.213856,8.753559,8.701881,8.481394,8.925985,9.073274,8.933656,8.939281,8.89105,8.953103,9.230549,9.496215,10.301132,10.939358,11.35103,11.284401,11.050906,10.948007,11.486271,11.865615,11.462995,11.056511,11.107422,11.359823,11.174518,10.701864,10.358926,10.167296,10.008691,9.874097,9.755305,9.499518,8.879132,8.529072,8.230386,7.986406,7.910778,7.701722,7.389729,7.093287,7.090325,7.223746,7.273655,7.103841,6.975384,7.249893,7.932843,9.117464,11.125787,13.506546,15.559231,17.151145,18.533897,20.229131,22.128359,24.439102,26.754344,28.636424,30.037693,30.434909,30.882109,31.382106,31.167327,30.750516,29.929737,29.662629,30.54512,30.726199,30.302252,30.2495,30.849686,31.988798,35.035712,40.060722,44.846126,47.357266,48.425312,49.147579,50.68633,51.570329,51.057856,50.18721,50.370618,50.965723,52.309229,51.17582,47.331214,46.745151,43.979107,44.617193,50.089879,51.500897,51.508199,55.836545,58.040861,55.269909,55.838621,62.621567,68.477055,76.964352,63.59257,58.685682,55.053753,53.482584,53.856034,54.210158,54.246822,54.07457,53.694766,53.21749,52.674559,52.324208,51.549197,50.92795,50.174675,49.551234,48.881239,48.137384
1293,6.193577,6.390881,6.304012,4.772387,4.630311,5.17904,5.29074,5.614395,6.004028,5.676659,5.314482,5.861895,6.690225,6.802681,6.706482,6.530703,6.122155,6.207674,7.706585,8.696917,8.799456,8.427535,8.790043,8.543487,8.59256,8.899356,8.505214,8.417427,8.836703,9.239711,9.899736,10.33044,10.477139,10.632864,10.848399,10.810084,11.160082,11.54216,10.952035,10.65712,10.732207,11.03907,10.927402,10.484422,10.167575,9.923199,9.73147,9.489712,9.521674,9.270709,8.532095,8.173974,7.981274,7.833484,7.62551,7.34045,6.966096,6.724419,6.844651,6.889285,6.842152,6.71719,6.726925,6.992925,7.579481,8.802086,10.934352,13.519184,15.489401,17.495081,18.987776,20.407641,23.029056,25.827369,28.26064,30.062903,31.774988,32.629961,32.804362,33.472316,33.277824,32.677951,32.092523,31.249548,30.967458,30.925865,31.080905,31.505024,32.107424,33.243122,37.354882,43.654621,48.601174,52.062914,52.624776,53.743418,56.568866,57.003243,56.046411,55.064072,56.024556,56.565912,56.894926,55.096425,50.355766,49.060813,46.518726,47.909533,51.957796,54.131812,54.368851,58.460353,57.393815,55.371642,56.743164,65.96596,71.496529,68.698845,67.16536,58.502357,56.536792,56.467092,56.52186,56.677267,56.473135,55.892592,55.025485,54.186034,53.246185,52.277921,51.122038,50.20059,49.314917,48.780237,48.223823,47.54816
1294,7.132965,7.180479,6.488547,5.635574,5.426219,5.448838,5.685287,5.956151,6.168231,6.261194,6.135122,6.229958,7.476927,7.842615,6.940484,6.890759,6.478551,6.603519,8.159138,8.968123,8.921323,8.498321,9.009847,8.746578,8.754724,9.074989,8.926736,8.815,9.208631,9.862155,10.367683,10.626248,10.755124,10.532249,10.635026,11.169161,11.587484,11.796295,11.78594,11.366929,11.185843,11.236245,11.017382,10.747768,10.549344,10.348725,10.138643,9.935619,9.837236,9.439179,8.774301,8.48654,8.290127,8.043265,7.854892,7.657953,7.435113,7.104242,7.056724,7.10992,7.173855,7.101414,7.040835,7.300496,7.861719,9.156489,11.347365,13.712729,15.720108,17.188368,18.106965,19.896232,22.670676,24.868478,26.850483,28.592188,30.033046,31.337091,31.878802,31.612904,31.285205,30.974219,30.441028,30.670408,30.917823,30.651882,31.0835,30.58249,30.806553,32.221757,36.520956,41.425304,45.666107,47.948556,49.232527,51.143561,54.762407,56.370041,54.547911,55.234635,53.302032,51.265547,51.887739,51.008313,49.035447,48.452304,45.514383,45.092172,47.511688,53.438579,53.500381,57.342346,63.079155,58.635794,56.793324,58.343737,75.402087,80.038063,72.515311,68.0718,58.429796,55.978738,56.220698,56.498337,56.614394,56.365872,55.679779,55.073569,54.558698,53.96034,53.169726,52.445457,51.669888,51.058779,50.351183,49.503787
1295,6.938279,6.509546,6.37566,5.496445,5.793749,5.58255,5.690186,5.905113,6.220484,6.189818,6.008002,6.631068,7.118531,7.33127,6.913492,6.60399,6.269736,6.497387,8.217021,8.851454,8.61142,8.678464,9.290523,8.936903,9.064751,9.261252,8.888772,8.982113,9.4046,9.845137,10.492809,10.795924,10.946278,11.044016,10.950187,11.316679,11.874849,12.044978,11.577466,11.114249,11.205397,11.379773,11.150774,10.69222,10.543899,10.288648,9.953583,9.834388,9.905654,9.494561,8.8122,8.642055,8.450088,8.174054,8.030259,7.803429,7.386979,7.066116,7.163313,7.309661,7.29577,7.114439,7.112329,7.361199,7.869118,9.14105,11.377268,13.823431,15.747127,17.471171,18.710547,20.162414,22.59178,25.06889,26.996543,28.68375,30.208858,30.974456,31.456305,31.932307,32.621705,31.56332,30.389316,29.855396,29.965864,29.676506,29.966669,30.559655,30.82077,31.774059,35.445552,40.573316,44.464505,47.528635,48.726398,49.575136,52.098923,54.872332,53.538879,51.927917,50.669735,50.144069,50.436628,50.22698,46.40918,45.651877,45.623713,46.030556,48.767278,47.399836,47.913496,55.580016,58.294833,56.303636,57.472904,63.95515,74.712965,73.638391,62.113647,63.821856,56.510405,53.530121,53.786623,54.204461,54.291889,54.078531,53.592488,53.10315,52.585319,52.127091,51.439417,50.810197,50.250229,49.579555,48.90734,48.226834
1296,6.427801,6.452953,5.964137,5.146452,5.500982,5.288281,5.270473,5.488167,5.571001,5.245162,5.06586,5.790379,6.904335,7.078233,6.471834,6.316324,6.037476,6.221374,8.085942,8.830886,8.647188,8.608357,8.991772,8.763779,8.727272,8.67407,8.518009,8.770334,9.24952,9.514507,10.12783,10.646918,10.674145,10.806348,10.789789,10.905895,11.290629,11.551275,11.233177,10.984434,11.104345,11.158807,10.915867,10.580869,10.329001,10.038869,9.746444,9.534363,9.437478,9.156253,8.613664,8.388779,8.137045,7.896974,7.599459,7.314302,7.048014,6.695248,6.758295,6.83033,6.894469,6.821143,6.770986,6.980914,7.587222,8.891762,11.128511,13.700654,15.918405,17.697539,18.875882,20.401663,22.981012,25.676243,28.02226,30.285162,31.602121,32.55032,33.500287,33.4471,33.717892,33.401807,32.382855,31.951012,31.356896,30.948279,31.294105,31.538488,31.90271,33.495026,37.906142,43.431393,48.471169,51.887423,51.597059,52.071776,54.721984,58.401736,58.946263,57.165196,56.423007,55.738012,54.330145,51.816893,49.058415,48.001033,46.266624,47.82408,53.229658,57.266944,54.326978,57.499167,60.769853,59.778044,62.697359,65.031104,66.857317,66.164624,55.314454,60.719367,59.095166,56.560997,56.385129,56.619105,56.254931,55.637097,54.810287,53.955827,52.988252,51.897053,50.598834,49.720797,49.057068,48.455782,47.869379,47.241118
1297,6.357376,6.587825,6.398716,5.416704,5.106598,5.48941,5.800182,5.753556,6.157658,6.036919,5.774548,6.052518,6.964006,6.875603,6.915941,6.992953,6.170797,6.082254,8.162375,9.066834,8.816728,8.689925,9.006392,8.854867,8.800856,8.89743,8.847981,8.793649,9.128934,9.756091,10.482453,10.899352,10.897802,10.889548,10.698648,11.027475,11.670659,11.917455,11.578995,11.304782,11.376697,11.34594,11.122331,10.756378,10.333504,10.135876,9.915354,9.824841,9.935866,9.522671,8.796686,8.58264,8.323087,8.105343,7.999934,7.662619,7.403201,7.089378,7.015922,7.111625,7.169959,7.052527,7.014417,7.33487,7.851872,9.018766,11.239074,13.667134,15.845344,17.535766,18.674257,20.10378,22.345447,24.880483,27.172333,28.943947,30.312431,30.995883,31.153894,31.891568,32.346796,31.549441,30.9774,30.372474,30.369963,30.412956,30.644754,30.842344,31.100213,32.22205,35.860075,41.225859,45.719344,48.658938,50.415609,51.309962,54.743849,56.210836,54.050421,53.766749,52.725662,51.739908,51.544494,51.71465,47.948397,46.844514,47.102788,46.752374,48.54818,49.52863,52.314729,57.016262,60.231174,56.964563,57.484736,63.159641,72.633799,78.048888,68.906283,54.330889,54.079813,54.244742,54.386079,54.594733,54.572616,54.212443,53.602544,52.933776,52.359104,51.767363,50.995615,50.178527,49.371169,48.592203,47.776379,46.863084
1298,6.957352,6.980497,6.704155,5.70633,5.476056,5.62086,5.902583,6.101234,6.092066,5.996813,5.803617,6.044626,6.857424,7.149849,6.959187,7.049082,6.551714,6.499498,8.089412,8.832389,8.526924,8.363782,8.829005,8.885706,8.822433,8.937182,8.828159,8.857516,9.449149,9.946429,10.635655,11.223303,11.157869,10.816141,10.593313,10.92848,11.599949,12.074493,11.868997,11.386034,11.307143,11.410143,11.25709,10.941993,10.705931,10.3589,10.062532,9.934929,9.708229,9.369841,8.843816,8.494105,8.216225,8.215871,8.054284,7.699513,7.404939,7.078888,7.055637,7.122487,7.305343,7.276988,7.172776,7.342488,7.878087,9.12549,11.201628,13.638104,15.503621,17.25259,18.85347,20.177309,21.96334,24.054991,26.563639,28.470545,29.995035,30.623749,31.276969,31.370595,31.138794,30.856727,30.151735,30.004446,30.398039,30.438801,30.426391,30.335242,30.877941,31.558468,35.217028,40.534377,44.647988,47.255251,48.39715,49.352565,50.992616,52.075759,51.296326,51.780816,50.946227,50.957058,50.87611,51.335116,48.613361,47.586602,46.276071,45.943503,48.716221,53.698423,50.394835,51.933061,57.57866,57.34723,55.216834,55.975325,74.205498,75.429086,64.039265,63.919717,56.649798,53.99905,53.856101,54.103525,54.237876,54.007964,53.698745,53.132621,52.731607,52.30677,51.49694,50.856453,50.148716,49.583088,48.8577,48.089114
1299,6.336764,6.527224,6.679875,5.308105,5.44527,5.679253,5.60845,5.703424,5.5814,5.468912,5.652639,6.086769,6.908197,7.104339,6.144723,5.807031,5.693017,6.075611,7.845572,8.468994,8.449136,8.319705,8.81502,8.734378,8.69257,8.779377,8.796487,8.964116,9.083746,9.543602,10.126322,10.401486,10.769046,10.956215,10.870662,11.102069,11.338943,11.5183,11.385691,11.18552,11.104188,11.275267,11.178146,10.69686,10.282234,10.034047,9.73181,9.521138,9.58352,9.27511,8.663584,8.385068,8.207728,8.040204,7.83776,7.472245,7.070503,6.731465,6.76799,6.919029,7.009084,6.942899,6.855605,7.045,7.626087,9.003372,11.204033,13.466715,15.851042,17.712004,19.015499,20.726371,23.033849,25.262877,27.62734,30.057108,31.88665,33.026865,33.938162,32.888873,32.396404,32.102548,32.191141,32.389309,32.508244,31.498444,31.25984,31.497642,32.040804,33.546837,37.954897,43.1594,48.357087,52.368352,52.958952,53.253205,56.604496,59.146905,57.941434,57.759307,57.529432,54.627294,53.150242,52.890074,50.837591,49.664747,47.402683,47.631818,49.562976,50.604238,53.517823,59.773302,61.511858,63.30552,61.344201,55.352611,63.118075,81.143406,69.284203,74.491468,61.897717,56.16137,56.227883,56.293955,55.914584,55.337439,54.469013,53.794995,52.887502,51.971679,50.832065,49.866366,49.122873,48.507235,47.881755,47.250843
1300,7.122726,7.514201,6.849586,6.485342,6.034923,6.148142,6.070377,6.773253,6.55455,6.092394,5.990255,6.723932,7.52662,8.435716,7.746288,6.672326,6.985027,8.092897,9.123908,9.459601,9.780721,10.144858,10.513248,10.612328,10.448164,10.782028,11.043842,10.924863,11.343192,11.916426,12.573414,13.029833,13.034206,13.16192,13.879198,13.905244,13.679071,14.510818,14.575638,14.055567,13.898766,13.939009,13.679612,13.248776,13.008909,12.706274,12.339108,11.947088,11.5376,10.99369,10.340755,9.900199,9.498969,9.14347,8.930819,8.466408,8.275005,8.167789,7.969218,7.847924,7.866179,7.846102,7.918142,8.205558,9.013529,10.707387,13.421738,16.497641,18.975583,21.183875,22.575305,24.469016,26.61414,28.820847,31.856937,34.484052,36.075146,36.717755,36.948022,36.554554,36.40293,36.039621,35.591459,35.045479,34.921725,35.189034,35.247274,35.611889,35.29547,36.51518,40.439922,46.301628,51.442996,54.737794,55.764737,55.817602,56.764095,57.24062,56.148572,57.162824,56.266258,55.076624,54.297651,52.967317,51.474303,49.129703,49.052562,50.033933,50.287989,51.805028,53.834553,54.833152,58.816484,62.622878,59.146208,62.210435,65.700564,70.278458,75.799747,71.657178,55.569735,52.39958,51.985454,51.329977,50.758093,49.97925,49.281654,48.365662,47.521445,46.61335,45.549954,44.466102,43.333414,42.428657,41.511002,40.48109
1301,6.21508,7.190723,6.45744,5.94578,5.619889,5.578316,5.5285,6.224786,6.133933,6.019228,5.915764,6.194222,7.080369,7.877995,7.003174,5.755045,6.175155,7.416527,8.755916,9.351376,9.793291,10.016744,10.094435,10.444164,10.293006,10.436644,10.816706,10.741358,10.990486,11.341499,11.942477,12.262397,12.479073,12.923443,13.524421,13.703459,13.686283,14.222844,14.320419,13.921037,13.734761,13.725683,13.405535,12.832333,12.492858,12.175641,11.934335,11.650608,11.209786,10.495101,9.818127,9.39036,9.094972,8.886891,8.614273,8.108118,7.885407,7.705639,7.450465,7.40265,7.456813,7.448889,7.535246,7.841827,8.597714,10.221202,13.008749,16.178146,18.694368,20.596747,22.397374,24.203162,26.338615,28.65054,31.181022,33.615294,35.31255,36.321082,36.944418,36.161494,35.911748,35.939104,35.557929,35.228262,34.824786,34.553693,34.956286,35.509616,35.723097,36.578504,40.27743,45.909464,51.249988,55.109727,55.935606,56.657287,58.128542,57.811948,57.320297,57.529687,56.814816,54.962211,54.406963,52.775474,51.484025,51.284816,49.014102,49.041367,51.013241,53.625032,58.409011,58.279052,60.279524,60.980838,61.144148,58.807673,62.716006,78.761954,71.197849,62.15444,55.239241,53.49456,52.604722,51.634084,51.119956,50.4076,49.595553,48.415374,47.467152,46.635441,45.590205,44.41979,43.163477,42.01656,40.939832,39.852027
1302,7.394421,7.39375,6.592472,6.090796,5.738747,6.022149,6.012649,6.506442,6.318381,6.099466,6.25322,6.616026,7.060387,8.073622,7.315825,6.203142,6.499022,7.77725,9.150722,9.57016,9.624795,10.010326,10.388685,10.304407,10.088086,10.566522,11.167414,11.08821,11.409537,11.765381,12.357208,12.743959,12.833581,13.278645,13.658342,13.559551,13.716805,14.300587,14.313075,14.235831,14.101301,13.918628,13.626004,13.111905,12.75528,12.563768,12.053424,11.753142,11.453064,10.776733,10.103229,9.72611,9.454615,9.176223,8.874533,8.354651,8.030993,7.960394,7.765437,7.636912,7.728425,7.707045,7.759288,7.983321,8.742082,10.441692,13.049222,16.198808,18.741088,20.817151,22.546479,24.23506,26.303104,28.721831,31.204668,33.25237,34.971518,35.756904,36.123175,35.925644,35.979612,35.883951,35.05277,34.366546,34.48511,34.545508,34.863193,35.078643,35.142519,36.167749,39.191006,44.375024,49.561426,52.968715,54.029731,54.33591,55.725306,55.603774,55.236329,55.991489,54.96503,53.886242,53.14776,51.502737,50.541608,47.872967,48.054946,49.431882,50.75933,50.379472,53.933222,53.849597,60.101806,65.797708,63.182808,56.279264,57.039599,65.721013,68.801897,64.552678,53.760035,51.337905,50.666821,50.012934,49.577329,48.813067,48.013959,46.954061,46.140368,45.200071,44.101423,43.024945,41.798648,40.782913,39.782634,38.680078
1303,6.846189,7.198891,6.503793,5.810613,5.433491,5.927467,5.943055,6.411489,6.318107,5.970244,5.915681,6.406858,6.735222,7.672798,7.406343,6.212769,6.583894,7.770662,9.2055,9.664247,9.823213,10.229524,10.635474,10.415169,10.286543,10.656286,10.818085,10.803504,11.226932,11.578954,12.285248,12.710309,12.63423,13.303689,13.805804,13.415247,13.616757,14.265325,14.153742,13.916171,13.803012,13.998887,13.744008,13.004178,12.683661,12.533228,12.151099,11.726245,11.428532,10.746699,10.109531,9.756381,9.514887,9.149398,8.851585,8.410404,8.054969,7.914525,7.757856,7.653147,7.711289,7.674639,7.756916,8.082827,8.885639,10.599787,13.310905,16.231823,18.589975,20.789081,22.48644,24.248221,26.628434,28.943754,31.241318,33.895752,35.398171,36.04547,36.570985,35.794767,35.944371,35.701818,34.943007,34.662914,34.77613,34.03098,33.903971,34.625405,35.028518,36.396897,39.736175,45.290228,50.164675,54.130333,54.82702,55.280583,55.705424,55.431671,55.255365,56.639361,55.893169,54.541956,52.575315,50.456682,49.596283,48.557765,48.532968,49.322411,49.650035,50.983278,54.99286,54.010628,58.574178,62.768795,60.650384,57.054845,59.495232,62.288355,73.440645,76.050369,55.817563,51.834358,51.351099,50.676338,50.066548,49.40411,48.786629,47.898209,47.199845,46.458985,45.368971,44.528161,43.55149,42.743784,42.018452,41.190857
