sample_id,species,batch,treatment,ultrasound
1878,A. domesticus,3,A,0
1879,A. domesticus,3,A,0
1880,A. domesticus,3,A,0
1881,A. domesticus,3,A,0
1882,A. domesticus,3,A,0
1883,A. domesticus,3,A,0
1884,A. domesticus,3,A,0
1885,A. domesticus,3,A,0
1886,A. domesticus,3,A,0
1887,A. domesticus,3,A,0
1888,A. domesticus,3,A,0
1889,A. domesticus,3,A,0
1890,A. domesticus,3,A,0
1891,A. domesticus,3,A,0
1892,A. domesticus,3,A,0
1893,A. domesticus,3,A,0
1894,A. domesticus,3,A,0
1895,A. domesticus,3,A,0
1896,A. domesticus,3,A,0
1897,A. domesticus,3,A,0
1898,A. domesticus,3,A,0
1899,A. domesticus,3,A,0
1900,A. domesticus,3,B,1
1901,A. domesticus,3,B,1
1902,A. domesticus,3,B,1
1903,A. domesticus,3,B,1
1904,A. domesticus,3,B,1
1905,A. domesticus,3,B,1
1906,A. domesticus,3,B,1
1907,A. domesticus,3,B,1
1908,A. domesticus,3,B,1
1909,A. domesticus,3,B,1
1910,A. domesticus,3,B,1
1911,A. domesticus,3,B,1
1912,A. domesticus,3,B,1
1913,A. domesticus,3,B,1
1914,A. domesticus,3,B,1
1915,A. domesticus,3,B,1
1916,A. domesticus,3,B,1
1917,A. domesticus,3,B,1
1918,A. domesticus,3,B,1
1919,A. domesticus,3,B,1
1920,A. domesticus,3,B,1
1921,A. domesticus,3,B,1
1922,A. domesticus,3,B,1
1923,A. domesticus,3,B,1
1924,A. domesticus,3,B,1
1925,A. domesticus,3,B,1
1926,A. domesticus,3,B,1
1927,A. domesticus,3,B,1
1928,A. domesticus,3,B,1
1929,A. domesticus,3,B,1
1930,A. domesticus,3,B,1
1931,A. domesticus,3,B,1
1932,A. domesticus,3,B,1
1933,A. domesticus,3,B,1
1934,A. domesticus,3,B,1
1935,A. domesticus,3,B,1
1936,A. domesticus,3,B,1
1937,A. domesticus,3,B,1
1938,A. domesticus,3,B,1
1939,A. domesticus,3,B,1
1940,A. domesticus,3,B,1
1941,A. domesticus,3,B,1
1942,A. domesticus,3,B,1
1943,A. domesticus,3,B,1
1944,A. domesticus,3,B,1
1945,A. domesticus,3,B,1
1946,A. domesticus,3,B,1
1947,A. domesticus,3,B,1
1948,A. domesticus,3,B,1
1949,A. domesticus,3,B,1
1950,A. domesticus,3,B,0
1951,A. domesticus,3,B,0
1952,A. domesticus,3,B,0
1953,A. domesticus,3,B,0
1954,A. domesticus,3,B,0
1955,A. domesticus,3,B,0
1956,A. domesticus,3,B,0
1957,A. domesticus,3,B,0
1958,A. domesticus,3,B,0
1959,A. domesticus,3,B,0
1960,A. domesticus,3,B,0
1961,A. domesticus,3,B,0
1962,A. domesticus,3,B,0
1963,A. domesticus,3,B,0
1964,A. domesticus,3,B,0
1965,A. domesticus,3,B,0
1966,A. domesticus,3,B,0
1967,A. domesticus,3,B,0
1968,A. domesticus,3,B,0
1969,A. domesticus,3,B,0
1970,A. domesticus,3,B,0
1971,A. domesticus,3,B,0
1972,A. domesticus,3,B,0
1973,A. domesticus,3,B,0
1974,A. domesticus,3,B,0
1975,A. domesticus,3,B,0
1976,A. domesticus,3,B,0
1977,A. domesticus,3,B,0
1978,A. domesticus,3,B,0
1979,A. domesticus,3,B,0
1980,A. domesticus,3,B,0
1981,A. domesticus,3,B,0
1982,A. domesticus,3,B,0
1983,A. domesticus,3,B,0
1984,A. domesticus,3,B,0
1985,A. domesticus,3,B,0
1986,A. domesticus,3,B,0
1987,A. domesticus,3,B,0
1988,A. domesticus,3,B,0
1989,A. domesticus,3,B,0
1990,A. domesticus,3,B,0
1991,A. domesticus,3,B,0
1992,A. domesticus,3,B,0
1993,A. domesticus,3,B,0
1994,A. domesticus,3,B,0
1995,A. domesticus,3,B,0
1996,A. domesticus,3,B,0
1997,A. domesticus,3,B,0
1998,A. domesticus,3,B,0
1999,A. domesticus,3,B,0
2000,A. domesticus,3,C,1
2001,A. domesticus,3,C,1
2002,A. domesticus,3,C,1
2003,A. domesticus,3,C,1
2004,A. domesticus,3,C,1
2005,A. domesticus,3,C,1
2006,A. domesticus,3,C,1
2007,A. domesticus,3,C,1
2008,A. domesticus,3,C,1
2009,A. domesticus,3,C,1
2010,A. domesticus,3,C,1
2011,A. domesticus,3,C,1
2012,A. domesticus,3,C,1
2013,A. domesticus,3,C,1
2014,A. domesticus,3,C,1
2015,A. domesticus,3,C,1
2016,A. domesticus,3,C,1
2017,A. domesticus,3,C,1
2018,A. domesticus,3,C,1
2019,A. domesticus,3,C,1
2020,A. domesticus,3,C,1
2021,A. domesticus,3,C,1
2022,A. domesticus,3,C,1
2023,A. domesticus,3,C,1
2024,A. domesticus,3,C,1
2025,A. domesticus,3,C,1
2026,A. domesticus,3,C,1
2027,A. domesticus,3,C,1
2028,A. domesticus,3,C,1
2029,A. domesticus,3,C,1
2030,A. domesticus,3,C,1
2031,A. domesticus,3,C,1
2032,A. domesticus,3,C,1
2033,A. domesticus,3,C,1
2034,A. domesticus,3,C,1
2035,A. domesticus,3,C,1
2036,A. domesticus,3,C,1
2037,A. domesticus,3,C,1
2038,A. domesticus,3,C,1
2039,A. domesticus,3,C,1
2040,A. domesticus,3,C,1
2041,A. domesticus,3,C,1
2042,A. domesticus,3,C,1
2043,A. domesticus,3,C,1
2044,A. domesticus,3,C,1
2045,A. domesticus,3,C,1
2046,A. domesticus,3,C,1
2047,A. domesticus,3,C,1
2048,A. domesticus,3,C,1
2049,A. domesticus,3,C,1
2050,A. domesticus,3,C,0
2051,A. domesticus,3,C,0
2052,A. domesticus,3,C,0
2053,A. domesticus,3,C,0
2054,A. domesticus,3,C,0
2055,A. domesticus,3,C,0
2056,A. domesticus,3,C,0
2057,A. domesticus,3,C,0
2058,A. domesticus,3,C,0
2059,A. domesticus,3,C,0
2060,A. domesticus,3,C,0
2061,A. domesticus,3,C,0
2062,A. domesticus,3,C,0
2063,A. domesticus,3,C,0
2064,A. domesticus,3,C,0
2065,A. domesticus,3,C,0
2066,A. domesticus,3,C,0
2067,A. domesticus,3,C,0
2068,A. domesticus,3,C,0
2069,A. domesticus,3,C,0
2070,A. domesticus,3,C,0
2071,A. domesticus,3,C,0
2072,A. domesticus,3,C,0
2073,A. domesticus,3,C,0
2074,A. domesticus,3,C,0
2075,A. domesticus,3,C,0
2076,A. domesticus,3,C,0
2077,A. domesticus,3,C,0
2078,A. domesticus,3,C,0
2079,A. domesticus,3,C,0
2080,A. domesticus,3,C,0
2081,A. domesticus,3,C,0
2082,A. domesticus,3,C,0
2083,A. domesticus,3,C,0
2084,A. domesticus,3,C,0
2085,A. domesticus,3,C,0
2086,A. domesticus,3,C,0
2087,A. domesticus,3,C,0
2088,A. domesticus,3,C,0
2089,A. domesticus,3,C,0
2090,A. domesticus,3,C,0
2091,A. domesticus,3,C,0
2092,A. domesticus,3,C,0
2093,A. domesticus,3,C,0
2094,A. domesticus,3,C,0
2095,A. domesticus,3,C,0
2096,A. domesticus,3,C,0
2097,A. domesticus,3,C,0
2098,A. domesticus,3,C,0
2099,A. domesticus,3,C,0
2100,T. molitor,3,A,1
2101,T. molitor,3,A,1
2102,T. molitor,3,A,1
2103,T. molitor,3,A,1
2104,T. molitor,3,A,1
2105,T. molitor,3,A,1
2106,T. molitor,3,A,1
2107,T. molitor,3,A,1
2108,T. molitor,3,A,1
2109,T. molitor,3,A,1
2110,T. molitor,3,A,1
2111,T. molitor,3,A,1
2112,T. molitor,3,A,1
2113,T. molitor,3,A,1
2114,T. molitor,3,A,1
2115,T. molitor,3,A,1
2116,T. molitor,3,A,1
2117,T. molitor,3,A,1
2118,T. molitor,3,A,1
2119,T. molitor,3,A,1
2120,T. molitor,3,A,1
2121,T. molitor,3,A,1
2122,T. molitor,3,A,1
2123,T. molitor,3,A,1
2124,T. molitor,3,A,1
2125,T. molitor,3,A,1
2126,T. molitor,3,A,1
2127,T. molitor,3,A,1
2128,T. molitor,3,A,1
2129,T. molitor,3,A,1
2130,T. molitor,3,A,1
2131,T. molitor,3,A,1
2132,T. molitor,3,A,1
2133,T. molitor,3,A,1
2134,T. molitor,3,A,1
2135,T. molitor,3,A,1
2136,T. molitor,3,A,1
2137,T. molitor,3,A,1
2138,T. molitor,3,A,1
2139,T. molitor,3,A,1
2140,T. molitor,3,A,1
2141,T. molitor,3,A,1
2142,T. molitor,3,A,1
2143,T. molitor,3,A,1
2144,T. molitor,3,A,1
2145,T. molitor,3,A,1
2146,T. molitor,3,A,1
2147,T. molitor,3,A,1
2148,T. molitor,3,A,1
2149,T. molitor,3,A,1
2150,T. molitor,3,A,0
2151,T. molitor,3,A,0
2152,T. molitor,3,A,0
2153,T. molitor,3,A,0
2154,T. molitor,3,A,0
2155,T. molitor,3,A,0
2156,T. molitor,3,A,0
2157,T. molitor,3,A,0
2158,T. molitor,3,A,0
2159,T. molitor,3,A,0
2160,T. molitor,3,A,0
2161,T. molitor,3,A,0
2162,T. molitor,3,A,0
2163,T. molitor,3,A,0
2164,T. molitor,3,A,0
2165,T. molitor,3,A,0
2166,T. molitor,3,A,0
2167,T. molitor,3,A,0
2168,T. molitor,3,A,0
2169,T. molitor,3,A,0
2170,T. molitor,3,A,0
2171,T. molitor,3,A,0
2172,T. molitor,3,A,0
2173,T. molitor,3,A,0
2174,T. molitor,3,A,0
2175,T. molitor,3,A,0
2176,T. molitor,3,A,0
2177,T. molitor,3,A,0
2178,T. molitor,3,A,0
2179,T. molitor,3,A,0
2180,T. molitor,3,A,0
2181,T. molitor,3,A,0
2182,T. molitor,3,A,0
2183,T. molitor,3,A,0
2184,T. molitor,3,A,0
2185,T. molitor,3,A,0
2186,T. molitor,3,A,0
2187,T. molitor,3,A,0
2188,T. molitor,3,A,0
2189,T. molitor,3,A,0
2190,T. molitor,3,A,0
2191,T. molitor,3,A,0
2192,T. molitor,3,A,0
2193,T. molitor,3,A,0
2194,T. molitor,3,A,0
2195,T. molitor,3,A,0
2196,T. molitor,3,A,0
2197,T. molitor,3,A,0
2198,T. molitor,3,A,0
2199,T. molitor,3,A,0
2200,T. molitor,3,B,1
2201,T. molitor,3,B,1
2202,T. molitor,3,B,1
2203,T. molitor,3,B,1
2204,T. molitor,3,B,1
2205,T. molitor,3,B,1
2206,T. molitor,3,B,1
2207,T. molitor,3,B,1
2208,T. molitor,3,B,1
2209,T. molitor,3,B,1
2210,T. molitor,3,B,1
2211,T. molitor,3,B,1
2212,T. molitor,3,B,1
2213,T. molitor,3,B,1
2214,T. molitor,3,B,1
2215,T. molitor,3,B,1
2216,T. molitor,3,B,1
2217,T. molitor,3,B,1
2218,T. molitor,3,B,1
2219,T. molitor,3,B,1
2220,T. molitor,3,B,1
2221,T. molitor,3,B,1
2222,T. molitor,3,B,1
2223,T. molitor,3,B,1
2224,T. molitor,3,B,1
2225,T. molitor,3,B,1
2226,T. molitor,3,B,1
2227,T. molitor,3,B,1
2228,T. molitor,3,B,1
2229,T. molitor,3,B,1
2230,T. molitor,3,B,1
2231,T. molitor,3,B,1
2232,T. molitor,3,B,1
2233,T. molitor,3,B,1
2234,T. molitor,3,B,1
2235,T. molitor,3,B,1
2236,T. molitor,3,B,1
2237,T. molitor,3,B,1
2238,T. molitor,3,B,1
2239,T. molitor,3,B,1
2240,T. molitor,3,B,1
2241,T. molitor,3,B,1
2242,T. molitor,3,B,1
2243,T. molitor,3,B,1
2244,T. molitor,3,B,1
2245,T. molitor,3,B,1
2246,T. molitor,3,B,1
2247,T. molitor,3,B,1
2248,T. molitor,3,B,1
2249,T. molitor,3,B,1
2250,T. molitor,3,B,0
2251,T. molitor,3,B,0
2252,T. molitor,3,B,0
2253,T. molitor,3,B,0
2254,T. molitor,3,B,0
2255,T. molitor,3,B,0
2256,T. molitor,3,B,0
2257,T. molitor,3,B,0
2258,T. molitor,3,B,0
2259,T. molitor,3,B,0
2260,T. molitor,3,B,0
2261,T. molitor,3,B,0
2262,T. molitor,3,B,0
2263,T. molitor,3,B,0
2264,T. molitor,3,B,0
2265,T. molitor,3,B,0
2266,T. molitor,3,B,0
2267,T. molitor,3,B,0
2268,T. molitor,3,B,0
2269,T. molitor,3,B,0
2270,T. molitor,3,B,0
2271,T. molitor,3,B,0
2272,T. molitor,3,B,0
2273,T. molitor,3,B,0
2274,T. molitor,3,B,0
2275,T. molitor,3,B,0
2276,T. molitor,3,B,0
2277,T. molitor,3,B,0
2278,T. molitor,3,B,0
2279,T. molitor,3,B,0
2280,T. molitor,3,B,0
2281,T. molitor,3,B,0
2282,T. molitor,3,B,0
2283,T. molitor,3,B,0
2284,T. molitor,3,B,0
2285,T. molitor,3,B,0
2286,T. molitor,3,B,0
2287,T. molitor,3,B,0
2288,T. molitor,3,B,0
2289,T. molitor,3,B,0
2290,T. molitor,3,B,0
2291,T. molitor,3,B,0
2292,T. molitor,3,B,0
2293,T. molitor,3,B,0
2294,T. molitor,3,B,0
2295,T. molitor,3,B,0
2296,T. molitor,3,B,0
2297,T. molitor,3,B,0
2298,T. molitor,3,B,0
2299,T. molitor,3,B,0
2300,T. molitor,3,C,1
2301,T. molitor,3,C,1
2302,T. molitor,3,C,1
2303,T. molitor,3,C,1
2304,T. molitor,3,C,1
2305,T. molitor,3,C,1
2306,T. molitor,3,C,1
2307,T. molitor,3,C,1
2308,T. molitor,3,C,1
2309,T. molitor,3,C,1
2310,T. molitor,3,C,1
2311,T. molitor,3,C,1
2312,T. molitor,3,C,1
2313,T. molitor,3,C,1
2314,T. molitor,3,C,1
2315,T. molitor,3,C,1
2316,T. molitor,3,C,1
2317,T. molitor,3,C,1
2318,T. molitor,3,C,1
2319,T. molitor,3,C,1
2320,T. molitor,3,C,1
2321,T. molitor,3,C,1
2322,T. molitor,3,C,1
2323,T. molitor,3,C,1
2324,T. molitor,3,C,1
2325,T. molitor,3,C,1
2326,T. molitor,3,C,1
2327,T. molitor,3,C,1
2328,T. molitor,3,C,1
2329,T. molitor,3,C,1
2330,T. molitor,3,C,1
2331,T. molitor,3,C,1
2332,T. molitor,3,C,1
2333,T. molitor,3,C,1
2334,T. molitor,3,C,1
2335,T. molitor,3,C,1
2336,T. molitor,3,C,1
2337,T. molitor,3,C,1
2338,T. molitor,3,C,1
2339,T. molitor,3,C,1
2340,T. molitor,3,C,1
2341,T. molitor,3,C,1
2342,T. molitor,3,C,1
2343,T. molitor,3,C,1
2344,T. molitor,3,C,1
2345,T. molitor,3,C,1
2346,T. molitor,3,C,1
2347,T. molitor,3,C,1
2348,T. molitor,3,C,1
2349,T. molitor,3,C,1
2350,T. molitor,3,C,0
2351,T. molitor,3,C,0
2352,T. molitor,3,C,0
2353,T. molitor,3,C,0
2354,T. molitor,3,C,0
2355,T. molitor,3,C,0
2356,T. molitor,3,C,0
2357,T. molitor,3,C,0
2358,T. molitor,3,C,0
2359,T. molitor,3,C,0
2360,T. molitor,3,C,0
2361,T. molitor,3,C,0
2362,T. molitor,3,C,0
2363,T. molitor,3,C,0
2364,T. molitor,3,C,0
2365,T. molitor,3,C,0
2366,T. molitor,3,C,0
2367,T. molitor,3,C,0
2368,T. molitor,3,C,0
2369,T. molitor,3,C,0
2370,T. molitor,3,C,0
2371,T. molitor,3,C,0
2372,T. molitor,3,C,0
2373,T. molitor,3,C,0
2374,T. molitor,3,C,0
2375,T. molitor,3,C,0
2376,T. molitor,3,C,0
2377,T. molitor,3,C,0
2378,T. molitor,3,C,0
2379,T. molitor,3,C,0
2380,T. molitor,3,C,0
2381,T. molitor,3,C,0
2382,T. molitor,3,C,0
2383,T. molitor,3,C,0
2384,T. molitor,3,C,0
2385,T. molitor,3,C,0
2386,T. molitor,3,C,0
2387,T. molitor,3,C,0
2388,T. molitor,3,C,0
2389,T. molitor,3,C,0
2390,T. molitor,3,C,0
2391,T. molitor,3,C,0
2392,T. molitor,3,C,0
2393,T. molitor,3,C,0
2394,T. molitor,3,C,0
2395,T. molitor,3,C,0
2396,T. molitor,3,C,0
2397,T. molitor,3,C,0
2398,T. molitor,3,C,0
2399,T. molitor,3,C,0
2400,H. illucens,3,A,1
2401,H. illucens,3,A,1
2402,H. illucens,3,A,1
2403,H. illucens,3,A,1
2404,H. illucens,3,A,1
2405,H. illucens,3,A,1
2406,H. illucens,3,A,1
2407,H. illucens,3,A,1
2408,H. illucens,3,A,1
2409,H. illucens,3,A,1
2410,H. illucens,3,A,1
2411,H. illucens,3,A,1
2412,H. illucens,3,A,1
2413,H. illucens,3,A,1
2414,H. illucens,3,A,1
2415,H. illucens,3,A,1
2416,H. illucens,3,A,1
2417,H. illucens,3,A,1
2418,H. illucens,3,A,1
2419,H. illucens,3,A,1
2420,H. illucens,3,A,1
2421,H. illucens,3,A,1
2422,H. illucens,3,A,1
2423,H. illucens,3,A,1
2424,H. illucens,3,A,1
2425,H. illucens,3,A,1
2426,H. illucens,3,A,1
2427,H. illucens,3,A,1
2428,H. illucens,3,A,1
2429,H. illucens,3,A,1
2430,H. illucens,3,A,1
2431,H. illucens,3,A,1
2432,H. illucens,3,A,1
2433,H. illucens,3,A,1
2434,H. illucens,3,A,1
2435,H. illucens,3,A,1
2436,H. illucens,3,A,1
2437,H. illucens,3,A,1
2438,H. illucens,3,A,1
2439,H. illucens,3,A,1
2440,H. illucens,3,A,1
2441,H. illucens,3,A,1
2442,H. illucens,3,A,1
2443,H. illucens,3,A,1
2444,H. illucens,3,A,1
2445,H. illucens,3,A,1
2446,H. illucens,3,A,1
2447,H. illucens,3,A,1
2448,H. illucens,3,A,1
2449,H. illucens,3,A,1
2450,H. illucens,3,A,0
2451,H. illucens,3,A,0
2452,H. illucens,3,A,0
2453,H. illucens,3,A,0
2454,H. illucens,3,A,0
2455,H. illucens,3,A,0
2456,H. illucens,3,A,0
2457,H. illucens,3,A,0
2458,H. illucens,3,A,0
2459,H. illucens,3,A,0
2460,H. illucens,3,A,0
2461,H. illucens,3,A,0
2462,H. illucens,3,A,0
2463,H. illucens,3,A,0
2464,H. illucens,3,A,0
2465,H. illucens,3,A,0
2466,H. illucens,3,A,0
2467,H. illucens,3,A,0
2468,H. illucens,3,A,0
2469,H. illucens,3,A,0
2470,H. illucens,3,A,0
2471,H. illucens,3,A,0
2472,H. illucens,3,A,0
2473,H. illucens,3,A,0
2474,H. illucens,3,A,0
2475,H. illucens,3,A,0
2476,H. illucens,3,A,0
2477,H. illucens,3,A,0
2478,H. illucens,3,A,0
2479,H. illucens,3,A,0
2480,H. illucens,3,A,0
2481,H. illucens,3,A,0
2482,H. illucens,3,A,0
2483,H. illucens,3,A,0
2484,H. illucens,3,A,0
2485,H. illucens,3,A,0
2486,H. illucens,3,A,0
2487,H. illucens,3,A,0
2488,H. illucens,3,A,0
2489,H. illucens,3,A,0
2490,H. illucens,3,A,0
2491,H. illucens,3,A,0
2492,H. illucens,3,A,0
2493,H. illucens,3,A,0
2494,H. illucens,3,A,0
2495,H. illucens,3,A,0
2496,H. illucens,3,A,0
2497,H. illucens,3,A,0
2498,H. illucens,3,A,0
2499,H. illucens,3,A,0
2500,H. illucens,3,B,1
2501,H. illucens,3,B,1
2502,H. illucens,3,B,1
2503,H. illucens,3,B,1
2504,H. illucens,3,B,1
2505,H. illucens,3,B,1
2506,H. illucens,3,B,1
2507,H. illucens,3,B,1
2508,H. illucens,3,B,1
2509,H. illucens,3,B,1
2510,H. illucens,3,B,1
2511,H. illucens,3,B,1
2512,H. illucens,3,B,1
2513,H. illucens,3,B,1
2514,H. illucens,3,B,1
2515,H. illucens,3,B,1
2516,H. illucens,3,B,1
2517,H. illucens,3,B,1
2518,H. illucens,3,B,1
2519,H. illucens,3,B,1
2520,H. illucens,3,B,1
2521,H. illucens,3,B,1
2522,H. illucens,3,B,1
2523,H. illucens,3,B,1
2524,H. illucens,3,B,1
2525,H. illucens,3,B,1
2526,H. illucens,3,B,1
2527,H. illucens,3,B,1
2528,H. illucens,3,B,1
2529,H. illucens,3,B,1
2530,H. illucens,3,B,1
2531,H. illucens,3,B,1
2532,H. illucens,3,B,1
2533,H. illucens,3,B,1
2534,H. illucens,3,B,1
2535,H. illucens,3,B,1
2536,H. illucens,3,B,1
2537,H. illucens,3,B,1
2538,H. illucens,3,B,1
2539,H. illucens,3,B,1
2540,H. illucens,3,B,1
2541,H. illucens,3,B,1
2542,H. illucens,3,B,1
2543,H. illucens,3,B,1
2544,H. illucens,3,B,1
2545,H. illucens,3,B,1
2546,H. illucens,3,B,1
2547,H. illucens,3,B,1
2548,H. illucens,3,B,1
2549,H. illucens,3,B,1
2550,H. illucens,3,B,0
2551,H. illucens,3,B,0
2552,H. illucens,3,B,0
2553,H. illucens,3,B,0
2554,H. illucens,3,B,0
2555,H. illucens,3,B,0
2556,H. illucens,3,B,0
2557,H. illucens,3,B,0
2558,H. illucens,3,B,0
2559,H. illucens,3,B,0
2560,H. illucens,3,B,0
2561,H. illucens,3,B,0
2562,H. illucens,3,B,0
2563,H. illucens,3,B,0
2564,H. illucens,3,B,0
2565,H. illucens,3,B,0
2566,H. illucens,3,B,0
2567,H. illucens,3,B,0
2568,H. illucens,3,B,0
2569,H. illucens,3,B,0
2570,H. illucens,3,B,0
2571,H. illucens,3,B,0
2572,H. illucens,3,B,0
2573,H. illucens,3,B,0
2574,H. illucens,3,B,0
2575,H. illucens,3,B,0
2576,H. illucens,3,B,0
2577,H. illucens,3,B,0
2578,H. illucens,3,B,0
2579,H. illucens,3,B,0
2580,H. illucens,3,B,0
2581,H. illucens,3,B,0
2582,H. illucens,3,B,0
2583,H. illucens,3,B,0
2584,H. illucens,3,B,0
2585,H. illucens,3,B,0
2586,H. illucens,3,B,0
2587,H. illucens,3,B,0
2588,H. illucens,3,B,0
2589,H. illucens,3,B,0
2590,H. illucens,3,B,0
2591,H. illucens,3,B,0
2592,H. illucens,3,B,0
2593,H. illucens,3,B,0
2594,H. illucens,3,B,0
2595,H. illucens,3,B,0
2596,H. illucens,3,B,0
2597,H. illucens,3,B,0
2598,H. illucens,3,B,0
2599,H. illucens,3,B,0
2600,H. illucens,3,C,1
2601,H. illucens,3,C,1
2602,H. illucens,3,C,1
2603,H. illucens,3,C,1
2604,H. illucens,3,C,1
2605,H. illucens,3,C,1
2606,H. illucens,3,C,1
2607,H. illucens,3,C,1
2608,H. illucens,3,C,1
2609,H. illucens,3,C,1
2610,H. illucens,3,C,1
2611,H. illucens,3,C,1
2612,H. illucens,3,C,1
2613,H. illucens,3,C,1
2614,H. illucens,3,C,1
2615,H. illucens,3,C,1
2616,H. illucens,3,C,1
2617,H. illucens,3,C,1
2618,H. illucens,3,C,1
2619,H. illucens,3,C,1
2620,H. illucens,3,C,1
2621,H. illucens,3,C,1
2622,H. illucens,3,C,1
2623,H. illucens,3,C,1
2624,H. illucens,3,C,1
2625,H. illucens,3,C,1
2626,H. illucens,3,C,1
2627,H. illucens,3,C,1
2628,H. illucens,3,C,1
2629,H. illucens,3,C,1
2630,H. illucens,3,C,1
2631,H. illucens,3,C,1
2632,H. illucens,3,C,1
2633,H. illucens,3,C,1
2634,H. illucens,3,C,1
2635,H. illucens,3,C,1
2636,H. illucens,3,C,1
2637,H. illucens,3,C,1
2638,H. illucens,3,C,1
2639,H. illucens,3,C,1
2640,H. illucens,3,C,1
2641,H. illucens,3,C,1
2642,H. illucens,3,C,1
2643,H. illucens,3,C,1
2644,H. illucens,3,C,1
2645,H. illucens,3,C,1
2646,H. illucens,3,C,1
2647,H. illucens,3,C,1
2648,H. illucens,3,C,1
2649,H. illucens,3,C,1
2650,H. illucens,3,C,0
2651,H. illucens,3,C,0
2652,H. illucens,3,C,0
2653,H. illucens,3,C,0
2654,H. illucens,3,C,0
2655,H. illucens,3,C,0
2656,H. illucens,3,C,0
2657,H. illucens,3,C,0
2658,H. illucens,3,C,0
2659,H. illucens,3,C,0
2660,H. illucens,3,C,0
2661,H. illucens,3,C,0
2662,H. illucens,3,C,0
2663,H. illucens,3,C,0
2664,H. illucens,3,C,0
2665,H. illucens,3,C,0
2666,H. illucens,3,C,0
2667,H. illucens,3,C,0
2668,H. illucens,3,C,0
2669,H. illucens,3,C,0
2670,H. illucens,3,C,0
2671,H. illucens,3,C,0
2672,H. illucens,3,C,0
2673,H. illucens,3,C,0
2674,H. illucens,3,C,0
2675,H. illucens,3,C,0
2676,H. illucens,3,C,0
2677,H. illucens,3,C,0
2678,H. illucens,3,C,0
2679,H. illucens,3,C,0
2680,H. illucens,3,C,0
2681,H. illucens,3,C,0
2682,H. illucens,3,C,0
2683,H. illucens,3,C,0
2684,H. illucens,3,C,0
2685,H. illucens,3,C,0
2686,H. illucens,3,C,0
2687,H. illucens,3,C,0
2688,H. illucens,3,C,0
2689,H. illucens,3,C,0
2690,H. illucens,3,C,0
2691,H. illucens,3,C,0
2692,H. illucens,3,C,0
2693,H. illucens,3,C,0
2694,H. illucens,3,C,0
2695,H. illucens,3,C,0
2696,H. illucens,3,C,0
2697,H. illucens,3,C,0
2698,H. illucens,3,C,0
2699,H. illucens,3,C,0
