sample_id,species,batch,treatment,ultrasound
965,A. domesticus,2,A,0
966,A. domesticus,2,A,0
967,A. domesticus,2,A,0
968,A. domesticus,2,A,0
969,A. domesticus,2,A,0
970,A. domesticus,2,A,0
971,A. domesticus,2,A,0
972,A. domesticus,2,A,0
973,A. domesticus,2,A,0
974,A. domesticus,2,A,0
975,A. domesticus,2,A,0
976,A. domesticus,2,A,0
977,A. domesticus,2,A,0
978,A. domesticus,2,A,0
979,A. domesticus,2,A,0
980,A. domesticus,2,A,0
981,A. domesticus,2,A,0
982,A. domesticus,2,A,0
983,A. domesticus,2,A,0
984,A. domesticus,2,A,0
985,A. domesticus,2,A,0
986,A. domesticus,2,A,0
987,A. domesticus,2,A,0
988,A. domesticus,2,A,0
989,A. domesticus,2,A,0
990,A. domesticus,2,A,0
991,A. domesticus,2,A,0
992,A. domesticus,2,A,0
993,A. domesticus,2,A,0
994,A. domesticus,2,A,0
995,A. domesticus,2,A,0
996,A. domesticus,2,A,0
997,A. domesticus,2,A,0
998,A. domesticus,2,A,0
999,A. domesticus,2,A,0
1000,A. domesticus,2,B,1
1001,A. domesticus,2,B,1
1002,A. domesticus,2,B,1
1003,A. domesticus,2,B,1
1004,A. domesticus,2,B,1
1005,A. domesticus,2,B,1
1006,A. domesticus,2,B,1
1007,A. domesticus,2,B,1
1008,A. domesticus,2,B,1
1009,A. domesticus,2,B,1
1010,A. domesticus,2,B,1
1011,A. domesticus,2,B,1
1012,A. domesticus,2,B,1
1013,A. domesticus,2,B,1
1014,A. domesticus,2,B,1
1015,A. domesticus,2,B,1
1016,A. domesticus,2,B,1
1017,A. domesticus,2,B,1
1018,A. domesticus,2,B,1
1019,A. domesticus,2,B,1
1020,A. domesticus,2,B,1
1021,A. domesticus,2,B,1
1022,A. domesticus,2,B,1
1023,A. domesticus,2,B,1
1024,A. domesticus,2,B,1
1025,A. domesticus,2,B,1
1026,A. domesticus,2,B,1
1027,A. domesticus,2,B,1
1028,A. domesticus,2,B,1
1029,A. domesticus,2,B,1
1030,A. domesticus,2,B,1
1031,A. domesticus,2,B,1
1032,A. domesticus,2,B,1
1033,A. domesticus,2,B,1
1034,A. domesticus,2,B,1
1035,A. domesticus,2,B,1
1036,A. domesticus,2,B,1
1037,A. domesticus,2,B,1
1038,A. domesticus,2,B,1
1039,A. domesticus,2,B,1
1040,A. domesticus,2,B,1
1041,A. domesticus,2,B,1
1042,A. domesticus,2,B,1
1043,A. domesticus,2,B,1
1044,A. domesticus,2,B,1
1045,A. domesticus,2,B,1
1046,A. domesticus,2,B,1
1047,A. domesticus,2,B,1
1048,A. domesticus,2,B,1
1049,A. domesticus,2,B,1
1050,A. domesticus,2,B,0
1051,A. domesticus,2,B,0
1052,A. domesticus,2,B,0
1053,A. domesticus,2,B,0
1054,A. domesticus,2,B,0
1055,A. domesticus,2,B,0
1056,A. domesticus,2,B,0
1057,A. domesticus,2,B,0
1058,A. domesticus,2,B,0
1059,A. domesticus,2,B,0
1060,A. domesticus,2,B,0
1061,A. domesticus,2,B,0
1062,A. domesticus,2,B,0
1063,A. domesticus,2,B,0
1064,A. domesticus,2,B,0
1065,A. domesticus,2,B,0
1066,A. domesticus,2,B,0
1067,A. domesticus,2,B,0
1068,A. domesticus,2,B,0
1069,A. domesticus,2,B,0
1070,A. domesticus,2,B,0
1071,A. domesticus,2,B,0
1072,A. domesticus,2,B,0
1073,A. domesticus,2,B,0
1074,A. domesticus,2,B,0
1075,A. domesticus,2,B,0
1076,A. domesticus,2,B,0
1077,A. domesticus,2,B,0
1078,A. domesticus,2,B,0
1079,A. domesticus,2,B,0
1080,A. domesticus,2,B,0
1081,A. domesticus,2,B,0
1082,A. domesticus,2,B,0
1083,A. domesticus,2,B,0
1084,A. domesticus,2,B,0
1085,A. domesticus,2,B,0
1086,A. domesticus,2,B,0
1087,A. domesticus,2,B,0
1088,A. domesticus,2,B,0
1089,A. domesticus,2,B,0
1090,A. domesticus,2,B,0
1091,A. domesticus,2,B,0
1092,A. domesticus,2,B,0
1093,A. domesticus,2,B,0
1094,A. domesticus,2,B,0
1095,A. domesticus,2,B,0
1096,A. domesticus,2,B,0
1097,A. domesticus,2,B,0
1098,A. domesticus,2,B,0
1099,A. domesticus,2,B,0
1100,A. domesticus,2,C,1
1101,A. domesticus,2,C,1
1102,A. domesticus,2,C,1
1103,A. domesticus,2,C,1
1104,A. domesticus,2,C,1
1105,A. domesticus,2,C,1
1106,A. domesticus,2,C,1
1107,A. domesticus,2,C,1
1108,A. domesticus,2,C,1
1109,A. domesticus,2,C,1
1110,A. domesticus,2,C,1
1111,A. domesticus,2,C,1
1112,A. domesticus,2,C,1
1113,A. domesticus,2,C,1
1114,A. domesticus,2,C,1
1115,A. domesticus,2,C,1
1116,A. domesticus,2,C,1
1117,A. domesticus,2,C,1
1118,A. domesticus,2,C,1
1119,A. domesticus,2,C,1
1120,A. domesticus,2,C,1
1121,A. domesticus,2,C,1
1122,A. domesticus,2,C,1
1123,A. domesticus,2,C,1
1124,A. domesticus,2,C,1
1125,A. domesticus,2,C,1
1126,A. domesticus,2,C,1
1127,A. domesticus,2,C,1
1128,A. domesticus,2,C,1
1129,A. domesticus,2,C,1
1130,A. domesticus,2,C,1
1131,A. domesticus,2,C,1
1132,A. domesticus,2,C,1
1133,A. domesticus,2,C,1
1134,A. domesticus,2,C,1
1135,A. domesticus,2,C,1
1136,A. domesticus,2,C,1
1137,A. domesticus,2,C,1
1138,A. domesticus,2,C,1
1139,A. domesticus,2,C,1
1140,A. domesticus,2,C,1
1141,A. domesticus,2,C,1
1142,A. domesticus,2,C,1
1143,A. domesticus,2,C,1
1144,A. domesticus,2,C,1
1145,A. domesticus,2,C,1
1146,A. domesticus,2,C,1
1147,A. domesticus,2,C,1
1148,A. domesticus,2,C,1
1149,A. domesticus,2,C,1
1150,A. domesticus,2,C,0
1151,A. domesticus,2,C,0
1152,A. domesticus,2,C,0
1153,A. domesticus,2,C,0
1154,A. domesticus,2,C,0
1155,A. domesticus,2,C,0
1156,A. domesticus,2,C,0
1157,A. domesticus,2,C,0
1158,A. domesticus,2,C,0
1159,A. domesticus,2,C,0
1160,A. domesticus,2,C,0
1161,A. domesticus,2,C,0
1162,A. domesticus,2,C,0
1163,A. domesticus,2,C,0
1164,A. domesticus,2,C,0
1165,A. domesticus,2,C,0
1166,A. domesticus,2,C,0
1167,A. domesticus,2,C,0
1168,A. domesticus,2,C,0
1169,A. domesticus,2,C,0
1170,A. domesticus,2,C,0
1171,A. domesticus,2,C,0
1172,A. domesticus,2,C,0
1173,A. domesticus,2,C,0
1174,A. domesticus,2,C,0
1175,A. domesticus,2,C,0
1176,A. domesticus,2,C,0
1177,A. domesticus,2,C,0
1178,A. domesticus,2,C,0
1179,A. domesticus,2,C,0
1180,A. domesticus,2,C,0
1181,A. domesticus,2,C,0
1182,A. domesticus,2,C,0
1183,A. domesticus,2,C,0
1184,A. domesticus,2,C,0
1185,A. domesticus,2,C,0
1186,A. domesticus,2,C,0
1187,A. domesticus,2,C,0
1188,A. domesticus,2,C,0
1189,A. domesticus,2,C,0
1190,A. domesticus,2,C,0
1191,A. domesticus,2,C,0
1192,A. domesticus,2,C,0
1193,A. domesticus,2,C,0
1194,A. domesticus,2,C,0
1195,A. domesticus,2,C,0
1196,A. domesticus,2,C,0
1197,A. domesticus,2,C,0
1198,A. domesticus,2,C,0
1199,A. domesticus,2,C,0
1200,T. molitor,2,A,1
1201,T. molitor,2,A,1
1202,T. molitor,2,A,1
1203,T. molitor,2,A,1
1204,T. molitor,2,A,1
1205,T. molitor,2,A,1
1206,T. molitor,2,A,1
1207,T. molitor,2,A,1
1208,T. molitor,2,A,1
1209,T. molitor,2,A,1
1210,T. molitor,2,A,1
1211,T. molitor,2,A,1
1212,T. molitor,2,A,1
1213,T. molitor,2,A,1
1214,T. molitor,2,A,1
1215,T. molitor,2,A,1
1216,T. molitor,2,A,1
1217,T. molitor,2,A,1
1218,T. molitor,2,A,1
1219,T. molitor,2,A,1
1220,T. molitor,2,A,1
1221,T. molitor,2,A,1
1222,T. molitor,2,A,1
1223,T. molitor,2,A,1
1224,T. molitor,2,A,1
1225,T. molitor,2,A,1
1226,T. molitor,2,A,1
1227,T. molitor,2,A,1
1228,T. molitor,2,A,1
1229,T. molitor,2,A,1
1230,T. molitor,2,A,1
1231,T. molitor,2,A,1
1232,T. molitor,2,A,1
1233,T. molitor,2,A,1
1234,T. molitor,2,A,1
1235,T. molitor,2,A,1
1236,T. molitor,2,A,1
1237,T. molitor,2,A,1
1238,T. molitor,2,A,1
1239,T. molitor,2,A,1
1240,T. molitor,2,A,1
1241,T. molitor,2,A,1
1242,T. molitor,2,A,1
1243,T. molitor,2,A,1
1244,T. molitor,2,A,1
1245,T. molitor,2,A,1
1246,T. molitor,2,A,1
1247,T. molitor,2,A,1
1248,T. molitor,2,A,1
1249,T. molitor,2,A,1
1250,T. molitor,2,A,0
1251,T. molitor,2,A,0
1252,T. molitor,2,A,0
1253,T. molitor,2,A,0
1254,T. molitor,2,A,0
1255,T. molitor,2,A,0
1256,T. molitor,2,A,0
1257,T. molitor,2,A,0
1258,T. molitor,2,A,0
1259,T. molitor,2,A,0
1260,T. molitor,2,A,0
1261,T. molitor,2,A,0
1262,T. molitor,2,A,0
1263,T. molitor,2,A,0
1264,T. molitor,2,A,0
1265,T. molitor,2,A,0
1266,T. molitor,2,A,0
1267,T. molitor,2,A,0
1268,T. molitor,2,A,0
1269,T. molitor,2,A,0
1270,T. molitor,2,A,0
1271,T. molitor,2,A,0
1272,T. molitor,2,A,0
1273,T. molitor,2,A,0
1274,T. molitor,2,A,0
1275,T. molitor,2,A,0
1276,T. molitor,2,A,0
1277,T. molitor,2,A,0
1278,T. molitor,2,A,0
1279,T. molitor,2,A,0
1280,T. molitor,2,A,0
1281,T. molitor,2,A,0
1282,T. molitor,2,A,0
1283,T. molitor,2,A,0
1284,T. molitor,2,A,0
1285,T. molitor,2,A,0
1286,T. molitor,2,A,0
1287,T. molitor,2,A,0
1288,T. molitor,2,A,0
1289,T. molitor,2,A,0
1290,T. molitor,2,A,0
1291,T. molitor,2,A,0
1292,T. molitor,2,A,0
1293,T. molitor,2,A,0
1294,T. molitor,2,A,0
1295,T. molitor,2,A,0
1296,T. molitor,2,A,0
1297,T. molitor,2,A,0
1298,T. molitor,2,A,0
1299,T. molitor,2,A,0
1300,T. molitor,2,B,1
1301,T. molitor,2,B,1
1302,T. molitor,2,B,1
1303,T. molitor,2,B,1
1304,T. molitor,2,B,1
1305,T. molitor,2,B,1
1306,T. molitor,2,B,1
1307,T. molitor,2,B,1
1308,T. molitor,2,B,1
1309,T. molitor,2,B,1
1310,T. molitor,2,B,1
1311,T. molitor,2,B,1
1312,T. molitor,2,B,1
1313,T. molitor,2,B,1
1314,T. molitor,2,B,1
1315,T. molitor,2,B,1
1316,T. molitor,2,B,1
1317,T. molitor,2,B,1
1318,T. molitor,2,B,1
1319,T. molitor,2,B,1
1320,T. molitor,2,B,1
1321,T. molitor,2,B,1
1322,T. molitor,2,B,1
1323,T. molitor,2,B,1
1324,T. molitor,2,B,1
1325,T. molitor,2,B,1
1326,T. molitor,2,B,1
1327,T. molitor,2,B,1
1328,T. molitor,2,B,1
1329,T. molitor,2,B,1
1330,T. molitor,2,B,1
1331,T. molitor,2,B,1
1332,T. molitor,2,B,1
1333,T. molitor,2,B,1
1334,T. molitor,2,B,1
1335,T. molitor,2,B,1
1336,T. molitor,2,B,1
1337,T. molitor,2,B,1
1338,T. molitor,2,B,1
1339,T. molitor,2,B,1
1340,T. molitor,2,B,1
1341,T. molitor,2,B,1
1342,T. molitor,2,B,1
1343,T. molitor,2,B,1
1344,T. molitor,2,B,1
1345,T. molitor,2,B,1
1346,T. molitor,2,B,1
1347,T. molitor,2,B,1
1348,T. molitor,2,B,1
1349,T. molitor,2,B,1
1350,T. molitor,2,B,0
1351,T. molitor,2,B,0
1352,T. molitor,2,B,0
1353,T. molitor,2,B,0
1354,T. molitor,2,B,0
1355,T. molitor,2,B,0
1356,T. molitor,2,B,0
1357,T. molitor,2,B,0
1358,T. molitor,2,B,0
1359,T. molitor,2,B,0
1360,T. molitor,2,B,0
1361,T. molitor,2,B,0
1362,T. molitor,2,B,0
1363,T. molitor,2,B,0
1364,T. molitor,2,B,0
1365,T. molitor,2,B,0
1366,T. molitor,2,B,0
1367,T. molitor,2,B,0
1368,T. molitor,2,B,0
1369,T. molitor,2,B,0
1370,T. molitor,2,B,0
1371,T. molitor,2,B,0
1372,T. molitor,2,B,0
1373,T. molitor,2,B,0
1374,T. molitor,2,B,0
1375,T. molitor,2,B,0
1376,T. molitor,2,B,0
1377,T. molitor,2,B,0
1378,T. molitor,2,B,0
1379,T. molitor,2,B,0
1380,T. molitor,2,B,0
1381,T. molitor,2,B,0
1382,T. molitor,2,B,0
1383,T. molitor,2,B,0
1384,T. molitor,2,B,0
1385,T. molitor,2,B,0
1386,T. molitor,2,B,0
1387,T. molitor,2,B,0
1388,T. molitor,2,B,0
1389,T. molitor,2,B,0
1390,T. molitor,2,B,0
1391,T. molitor,2,B,0
1392,T. molitor,2,B,0
1393,T. molitor,2,B,0
1394,T. molitor,2,B,0
1395,T. molitor,2,B,0
1396,T. molitor,2,B,0
1397,T. molitor,2,B,0
1398,T. molitor,2,B,0
1399,T. molitor,2,B,0
1400,T. molitor,2,C,1
1401,T. molitor,2,C,1
1402,T. molitor,2,C,1
1403,T. molitor,2,C,1
1404,T. molitor,2,C,1
1405,T. molitor,2,C,1
1406,T. molitor,2,C,1
1407,T. molitor,2,C,1
1408,T. molitor,2,C,1
1409,T. molitor,2,C,1
1410,T. molitor,2,C,1
1411,T. molitor,2,C,1
1412,T. molitor,2,C,1
1413,T. molitor,2,C,1
1414,T. molitor,2,C,1
1415,T. molitor,2,C,1
1416,T. molitor,2,C,1
1417,T. molitor,2,C,1
1418,T. molitor,2,C,1
1419,T. molitor,2,C,1
1420,T. molitor,2,C,1
1421,T. molitor,2,C,1
1422,T. molitor,2,C,1
1423,T. molitor,2,C,1
1424,T. molitor,2,C,1
1425,T. molitor,2,C,1
1426,T. molitor,2,C,1
1427,T. molitor,2,C,1
1428,T. molitor,2,C,1
1429,T. molitor,2,C,1
1430,T. molitor,2,C,1
1431,T. molitor,2,C,1
1432,T. molitor,2,C,1
1433,T. molitor,2,C,1
1434,T. molitor,2,C,1
1435,T. molitor,2,C,1
1436,T. molitor,2,C,1
1437,T. molitor,2,C,1
1438,T. molitor,2,C,1
1439,T. molitor,2,C,1
1440,T. molitor,2,C,1
1441,T. molitor,2,C,1
1442,T. molitor,2,C,1
1443,T. molitor,2,C,1
1444,T. molitor,2,C,1
1445,T. molitor,2,C,1
1446,T. molitor,2,C,1
1447,T. molitor,2,C,1
1448,T. molitor,2,C,1
1449,T. molitor,2,C,1
1450,T. molitor,2,C,0
1451,T. molitor,2,C,0
1452,T. molitor,2,C,0
1453,T. molitor,2,C,0
1454,T. molitor,2,C,0
1455,T. molitor,2,C,0
1456,T. molitor,2,C,0
1457,T. molitor,2,C,0
1458,T. molitor,2,C,0
1459,T. molitor,2,C,0
1460,T. molitor,2,C,0
1461,T. molitor,2,C,0
1462,T. molitor,2,C,0
1463,T. molitor,2,C,0
1464,T. molitor,2,C,0
1465,T. molitor,2,C,0
1466,T. molitor,2,C,0
1467,T. molitor,2,C,0
1468,T. molitor,2,C,0
1469,T. molitor,2,C,0
1470,T. molitor,2,C,0
1471,T. molitor,2,C,0
1472,T. molitor,2,C,0
1473,T. molitor,2,C,0
1474,T. molitor,2,C,0
1475,T. molitor,2,C,0
1476,T. molitor,2,C,0
1477,T. molitor,2,C,0
1478,T. molitor,2,C,0
1479,T. molitor,2,C,0
1480,T. molitor,2,C,0
1481,T. molitor,2,C,0
1482,T. molitor,2,C,0
1483,T. molitor,2,C,0
1484,T. molitor,2,C,0
1485,T. molitor,2,C,0
1486,T. molitor,2,C,0
1487,T. molitor,2,C,0
1488,T. molitor,2,C,0
1489,T. molitor,2,C,0
1490,T. molitor,2,C,0
1491,T. molitor,2,C,0
1492,T. molitor,2,C,0
1493,T. molitor,2,C,0
1494,T. molitor,2,C,0
1495,T. molitor,2,C,0
1496,T. molitor,2,C,0
1497,T. molitor,2,C,0
1498,T. molitor,2,C,0
1499,T. molitor,2,C,0
1500,H. illucens,2,A,1
1501,H. illucens,2,A,1
1502,H. illucens,2,A,1
1503,H. illucens,2,A,1
1504,H. illucens,2,A,1
1505,H. illucens,2,A,1
1506,H. illucens,2,A,1
1507,H. illucens,2,A,1
1508,H. illucens,2,A,1
1509,H. illucens,2,A,1
1510,H. illucens,2,A,1
1511,H. illucens,2,A,1
1512,H. illucens,2,A,1
1513,H. illucens,2,A,1
1514,H. illucens,2,A,1
1515,H. illucens,2,A,1
1516,H. illucens,2,A,1
1517,H. illucens,2,A,1
1518,H. illucens,2,A,1
1519,H. illucens,2,A,1
1520,H. illucens,2,A,1
1521,H. illucens,2,A,1
1522,H. illucens,2,A,1
1523,H. illucens,2,A,1
1524,H. illucens,2,A,1
1525,H. illucens,2,A,1
1526,H. illucens,2,A,1
1527,H. illucens,2,A,1
1528,H. illucens,2,A,1
1529,H. illucens,2,A,1
1530,H. illucens,2,A,1
1531,H. illucens,2,A,1
1532,H. illucens,2,A,1
1533,H. illucens,2,A,1
1534,H. illucens,2,A,1
1535,H. illucens,2,A,1
1536,H. illucens,2,A,1
1537,H. illucens,2,A,1
1538,H. illucens,2,A,1
1539,H. illucens,2,A,1
1540,H. illucens,2,A,1
1541,H. illucens,2,A,1
1542,H. illucens,2,A,1
1543,H. illucens,2,A,1
1544,H. illucens,2,A,1
1545,H. illucens,2,A,1
1546,H. illucens,2,A,1
1547,H. illucens,2,A,1
1548,H. illucens,2,A,1
1549,H. illucens,2,A,1
1550,H. illucens,2,A,0
1551,H. illucens,2,A,0
1552,H. illucens,2,A,0
1553,H. illucens,2,A,0
1554,H. illucens,2,A,0
1555,H. illucens,2,A,0
1556,H. illucens,2,A,0
1557,H. illucens,2,A,0
1558,H. illucens,2,A,0
1559,H. illucens,2,A,0
1560,H. illucens,2,A,0
1561,H. illucens,2,A,0
1562,H. illucens,2,A,0
1563,H. illucens,2,A,0
1564,H. illucens,2,A,0
1565,H. illucens,2,A,0
1566,H. illucens,2,A,0
1567,H. illucens,2,A,0
1568,H. illucens,2,A,0
1569,H. illucens,2,A,0
1570,H. illucens,2,A,0
1571,H. illucens,2,A,0
1572,H. illucens,2,A,0
1573,H. illucens,2,A,0
1574,H. illucens,2,A,0
1575,H. illucens,2,A,0
1576,H. illucens,2,A,0
1577,H. illucens,2,A,0
1578,H. illucens,2,A,0
1579,H. illucens,2,A,0
1580,H. illucens,2,A,0
1581,H. illucens,2,A,0
1582,H. illucens,2,A,0
1583,H. illucens,2,A,0
1584,H. illucens,2,A,0
1585,H. illucens,2,A,0
1586,H. illucens,2,A,0
1587,H. illucens,2,A,0
1588,H. illucens,2,A,0
1589,H. illucens,2,A,0
1590,H. illucens,2,A,0
1591,H. illucens,2,A,0
1592,H. illucens,2,A,0
1593,H. illucens,2,A,0
1594,H. illucens,2,A,0
1595,H. illucens,2,A,0
1596,H. illucens,2,A,0
1597,H. illucens,2,A,0
1598,H. illucens,2,A,0
1599,H. illucens,2,A,0
1600,H. illucens,2,B,1
1601,H. illucens,2,B,1
1602,H. illucens,2,B,1
1603,H. illucens,2,B,1
1604,H. illucens,2,B,1
1605,H. illucens,2,B,1
1606,H. illucens,2,B,1
1607,H. illucens,2,B,1
1608,H. illucens,2,B,1
1609,H. illucens,2,B,1
1610,H. illucens,2,B,1
1611,H. illucens,2,B,1
1612,H. illucens,2,B,1
1613,H. illucens,2,B,1
1614,H. illucens,2,B,1
1615,H. illucens,2,B,1
1616,H. illucens,2,B,1
1617,H. illucens,2,B,1
1618,H. illucens,2,B,1
1619,H. illucens,2,B,1
1620,H. illucens,2,B,1
1621,H. illucens,2,B,1
1622,H. illucens,2,B,1
1623,H. illucens,2,B,1
1624,H. illucens,2,B,1
1625,H. illucens,2,B,1
1626,H. illucens,2,B,1
1627,H. illucens,2,B,1
1628,H. illucens,2,B,1
1629,H. illucens,2,B,1
1630,H. illucens,2,B,1
1631,H. illucens,2,B,1
1632,H. illucens,2,B,1
1633,H. illucens,2,B,1
1634,H. illucens,2,B,1
1635,H. illucens,2,B,1
1636,H. illucens,2,B,1
1637,H. illucens,2,B,1
1638,H. illucens,2,B,1
1639,H. illucens,2,B,1
1640,H. illucens,2,B,1
1641,H. illucens,2,B,1
1642,H. illucens,2,B,1
1643,H. illucens,2,B,1
1644,H. illucens,2,B,1
1645,H. illucens,2,B,1
1646,H. illucens,2,B,1
1647,H. illucens,2,B,1
1648,H. illucens,2,B,1
1649,H. illucens,2,B,1
1650,H. illucens,2,B,0
1651,H. illucens,2,B,0
1652,H. illucens,2,B,0
1653,H. illucens,2,B,0
1654,H. illucens,2,B,0
1655,H. illucens,2,B,0
1656,H. illucens,2,B,0
1657,H. illucens,2,B,0
1658,H. illucens,2,B,0
1659,H. illucens,2,B,0
1660,H. illucens,2,B,0
1661,H. illucens,2,B,0
1662,H. illucens,2,B,0
1663,H. illucens,2,B,0
1664,H. illucens,2,B,0
1665,H. illucens,2,B,0
1666,H. illucens,2,B,0
1667,H. illucens,2,B,0
1668,H. illucens,2,B,0
1669,H. illucens,2,B,0
1670,H. illucens,2,B,0
1671,H. illucens,2,B,0
1672,H. illucens,2,B,0
1673,H. illucens,2,B,0
1674,H. illucens,2,B,0
1675,H. illucens,2,B,0
1676,H. illucens,2,B,0
1677,H. illucens,2,B,0
1678,H. illucens,2,B,0
1679,H. illucens,2,B,0
1680,H. illucens,2,B,0
1681,H. illucens,2,B,0
1682,H. illucens,2,B,0
1683,H. illucens,2,B,0
1684,H. illucens,2,B,0
1685,H. illucens,2,B,0
1686,H. illucens,2,B,0
1687,H. illucens,2,B,0
1688,H. illucens,2,B,0
1689,H. illucens,2,B,0
1690,H. illucens,2,B,0
1691,H. illucens,2,B,0
1692,H. illucens,2,B,0
1693,H. illucens,2,B,0
1694,H. illucens,2,B,0
1695,H. illucens,2,B,0
1696,H. illucens,2,B,0
1697,H. illucens,2,B,0
1698,H. illucens,2,B,0
1699,H. illucens,2,B,0
1700,H. illucens,2,C,1
1701,H. illucens,2,C,1
1702,H. illucens,2,C,1
1703,H. illucens,2,C,1
1704,H. illucens,2,C,1
1705,H. illucens,2,C,1
1706,H. illucens,2,C,1
1707,H. illucens,2,C,1
1708,H. illucens,2,C,1
1709,H. illucens,2,C,1
1710,H. illucens,2,C,1
1711,H. illucens,2,C,1
1712,H. illucens,2,C,1
1713,H. illucens,2,C,1
1714,H. illucens,2,C,1
1715,H. illucens,2,C,1
1716,H. illucens,2,C,1
1717,H. illucens,2,C,1
1718,H. illucens,2,C,1
1719,H. illucens,2,C,1
1720,H. illucens,2,C,1
1721,H. illucens,2,C,1
1722,H. illucens,2,C,1
1723,H. illucens,2,C,1
1724,H. illucens,2,C,1
1725,H. illucens,2,C,1
1726,H. illucens,2,C,1
1727,H. illucens,2,C,1
1728,H. illucens,2,C,1
1729,H. illucens,2,C,1
1730,H. illucens,2,C,1
1731,H. illucens,2,C,1
1732,H. illucens,2,C,1
1733,H. illucens,2,C,1
1734,H. illucens,2,C,1
1735,H. illucens,2,C,1
1736,H. illucens,2,C,1
1737,H. illucens,2,C,1
1738,H. illucens,2,C,1
1739,H. illucens,2,C,1
1740,H. illucens,2,C,1
1741,H. illucens,2,C,1
1742,H. illucens,2,C,1
1743,H. illucens,2,C,1
1744,H. illucens,2,C,1
1745,H. illucens,2,C,1
1746,H. illucens,2,C,1
1747,H. illucens,2,C,1
1748,H. illucens,2,C,1
1749,H. illucens,2,C,1
1750,H. illucens,2,C,0
1751,H. illucens,2,C,0
1752,H. illucens,2,C,0
1753,H. illucens,2,C,0
1754,H. illucens,2,C,0
1755,H. illucens,2,C,0
1756,H. illucens,2,C,0
1757,H. illucens,2,C,0
1758,H. illucens,2,C,0
1759,H. illucens,2,C,0
1760,H. illucens,2,C,0
1761,H. illucens,2,C,0
1762,H. illucens,2,C,0
1763,H. illucens,2,C,0
1764,H. illucens,2,C,0
1765,H. illucens,2,C,0
1766,H. illucens,2,C,0
1767,H. illucens,2,C,0
1768,H. illucens,2,C,0
1769,H. illucens,2,C,0
1770,H. illucens,2,C,0
1771,H. illucens,2,C,0
1772,H. illucens,2,C,0
1773,H. illucens,2,C,0
1774,H. illucens,2,C,0
1775,H. illucens,2,C,0
1776,H. illucens,2,C,0
1777,H. illucens,2,C,0
1778,H. illucens,2,C,0
1779,H. illucens,2,C,0
1780,H. illucens,2,C,0
1781,H. illucens,2,C,0
1782,H. illucens,2,C,0
1783,H. illucens,2,C,0
1784,H. illucens,2,C,0
1785,H. illucens,2,C,0
1786,H. illucens,2,C,0
1787,H. illucens,2,C,0
1788,H. illucens,2,C,0
1789,H. illucens,2,C,0
1790,H. illucens,2,C,0
1791,H. illucens,2,C,0
1792,H. illucens,2,C,0
1793,H. illucens,2,C,0
1794,H. illucens,2,C,0
1795,H. illucens,2,C,0
1796,H. illucens,2,C,0
1797,H. illucens,2,C,0
1798,H. illucens,2,C,0
1799,H. illucens,2,C,0
1800,A. domesticus,3,A,1
1801,A. domesticus,3,A,1
1802,A. domesticus,3,A,1
1803,A. domesticus,3,A,1
1804,A. domesticus,3,A,1
1805,A. domesticus,3,A,1
1806,A. domesticus,3,A,1
1807,A. domesticus,3,A,1
1808,A. domesticus,3,A,1
1809,A. domesticus,3,A,1
1810,A. domesticus,3,A,1
1811,A. domesticus,3,A,1
1812,A. domesticus,3,A,1
1813,A. domesticus,3,A,1
1814,A. domesticus,3,A,1
1815,A. domesticus,3,A,1
1816,A. domesticus,3,A,1
1817,A. domesticus,3,A,1
1818,A. domesticus,3,A,1
1819,A. domesticus,3,A,1
1820,A. domesticus,3,A,1
1821,A. domesticus,3,A,1
1822,A. domesticus,3,A,1
1823,A. domesticus,3,A,1
1824,A. domesticus,3,A,1
1825,A. domesticus,3,A,1
1826,A. domesticus,3,A,1
1827,A. domesticus,3,A,1
1828,A. domesticus,3,A,1
1829,A. domesticus,3,A,1
1830,A. domesticus,3,A,1
1831,A. domesticus,3,A,1
1832,A. domesticus,3,A,1
1833,A. domesticus,3,A,1
1834,A. domesticus,3,A,1
1835,A. domesticus,3,A,1
1836,A. domesticus,3,A,1
1837,A. domesticus,3,A,1
1838,A. domesticus,3,A,1
1839,A. domesticus,3,A,1
1840,A. domesticus,3,A,1
1841,A. domesticus,3,A,1
1842,A. domesticus,3,A,1
1843,A. domesticus,3,A,1
1844,A. domesticus,3,A,1
1845,A. domesticus,3,A,1
1846,A. domesticus,3,A,1
1847,A. domesticus,3,A,1
1848,A. domesticus,3,A,1
1849,A. domesticus,3,A,1
1850,A. domesticus,3,A,0
1851,A. domesticus,3,A,0
1852,A. domesticus,3,A,0
1853,A. domesticus,3,A,0
1854,A. domesticus,3,A,0
1855,A. domesticus,3,A,0
1856,A. domesticus,3,A,0
1857,A. domesticus,3,A,0
1858,A. domesticus,3,A,0
1859,A. domesticus,3,A,0
1860,A. domesticus,3,A,0
1861,A. domesticus,3,A,0
1862,A. domesticus,3,A,0
1863,A. domesticus,3,A,0
1864,A. domesticus,3,A,0
1865,A. domesticus,3,A,0
1866,A. domesticus,3,A,0
1867,A. domesticus,3,A,0
1868,A. domesticus,3,A,0
1869,A. domesticus,3,A,0
1870,A. domesticus,3,A,0
1871,A. domesticus,3,A,0
1872,A. domesticus,3,A,0
1873,A. domesticus,3,A,0
1874,A. domesticus,3,A,0
1875,A. domesticus,3,A,0
1876,A. domesticus,3,A,0
1877,A. domesticus,3,A,0
